survey_id,survey_reference,farmer_id,farm_id,scheme_id,crop_name,reason_for_survey,incident_type,incident_date,survey_date,sowing_date,loss_percentage,compensation_amount,weather_score,ndvi_drop,ai_confidence,fraud_risk_score,status
156,SURVEY-0000156,830,1649,3,Cotton,Flood Damage,ATIVRUSHTI,2026-04-22,2026-05-13,2025-06-15,94,34429,29.55,30.17,94.29,64,FIELD_VERIFIED
157,SURVEY-0000157,839,1665,4,Soybean,Flood Damage,PEST_ATTACK,2026-05-01,2026-05-13,2025-06-15,42,72627,62.31,20.51,74.23,40,APPROVED
158,SURVEY-0000158,966,1931,3,Soybean,Flood Damage,FLOOD,2026-03-17,2026-05-13,2025-06-15,43,16581,10.51,32.72,64.6,29,FIELD_VERIFIED
159,SURVEY-0000159,872,1739,3,Soybean,Drought,DROUGHT,2026-03-28,2026-05-13,2025-06-15,23,36425,84.39,71.8,81.22,12,SUBMITTED
160,SURVEY-0000160,1998,4041,2,Sugarcane,Pest Attack,DROUGHT,2026-05-02,2026-05-13,2025-06-15,52,67880,64.47,70.76,58.29,21,REJECTED
161,SURVEY-0000161,1058,2118,4,Sugarcane,Flood Damage,FLOOD,2026-02-28,2026-05-13,2025-06-15,74,49038,42.31,11.82,67.66,61,REJECTED
162,SURVEY-0000162,1721,3480,4,Soybean,Heavy Rainfall,ATIVRUSHTI,2026-05-09,2026-05-13,2025-06-15,57,21874,10.88,61.3,83.68,38,APPROVED
163,SURVEY-0000163,939,1879,3,Soybean,Heavy Rainfall,FLOOD,2026-05-09,2026-05-13,2025-06-15,22,20057,6.0,51.58,63.48,29,FIELD_VERIFIED
164,SURVEY-0000164,705,1400,2,Bajra,Drought,DROUGHT,2026-04-07,2026-05-13,2025-06-15,26,37193,46.66,87.82,91.1,29,UNDER_REVIEW
165,SURVEY-0000165,763,1516,1,Soybean,Heavy Rainfall,PEST_ATTACK,2026-03-09,2026-05-13,2025-06-15,21,21892,47.1,38.35,61.16,45,APPROVED
166,SURVEY-0000166,322,635,1,Bajra,Drought,FLOOD,2026-03-14,2026-05-13,2025-06-15,29,70181,55.99,12.59,56.16,23,APPROVED
167,SURVEY-0000167,1669,3368,1,Cotton,Flood Damage,ATIVRUSHTI,2026-03-17,2026-05-13,2025-06-15,92,38583,32.52,62.25,96.42,67,FIELD_VERIFIED
168,SURVEY-0000168,1472,2969,4,Sugarcane,Flood Damage,DROUGHT,2026-03-01,2026-05-13,2025-06-15,61,94249,12.74,77.69,76.42,3,FIELD_VERIFIED
169,SURVEY-0000169,1911,3857,2,Soybean,Flood Damage,PEST_ATTACK,2026-04-20,2026-05-13,2025-06-15,86,54099,61.59,65.32,98.09,95,FIELD_VERIFIED
170,SURVEY-0000170,1339,2699,3,Tur,Flood Damage,DROUGHT,2026-04-17,2026-05-13,2025-06-15,25,19755,36.97,51.42,83.16,36,SUBMITTED
171,SURVEY-0000171,611,1203,3,Cotton,Pest Attack,DROUGHT,2026-03-27,2026-05-13,2025-06-15,71,94044,13.24,39.3,73.73,65,REJECTED
172,SURVEY-0000172,171,327,1,Bajra,Flood Damage,PEST_ATTACK,2026-03-26,2026-05-13,2025-06-15,33,46718,66.3,76.53,67.57,8,FIELD_VERIFIED
173,SURVEY-0000173,1711,3460,1,Soybean,Drought,DROUGHT,2026-03-25,2026-05-13,2025-06-15,90,97689,32.58,62.49,73.1,66,UNDER_REVIEW
174,SURVEY-0000174,732,1453,2,Bajra,Pest Attack,PEST_ATTACK,2026-04-01,2026-05-13,2025-06-15,37,47357,47.58,82.32,67.48,24,UNDER_REVIEW
175,SURVEY-0000175,1104,2212,1,Tur,Heavy Rainfall,FLOOD,2026-03-27,2026-05-13,2025-06-15,8,14879,24.32,60.1,97.21,41,UNDER_REVIEW
176,SURVEY-0000176,837,1662,3,Tur,Heavy Rainfall,PEST_ATTACK,2026-03-07,2026-05-13,2025-06-15,63,23450,40.84,49.47,72.0,7,REJECTED
177,SURVEY-0000177,1110,2228,2,Cotton,Heavy Rainfall,DROUGHT,2026-03-01,2026-05-13,2025-06-15,43,74436,38.46,68.82,75.37,42,SUBMITTED
178,SURVEY-0000178,1087,2174,4,Tur,Heavy Rainfall,FLOOD,2026-04-21,2026-05-13,2025-06-15,83,23312,25.84,45.42,56.03,95,SUBMITTED
179,SURVEY-0000179,1463,2950,1,Bajra,Flood Damage,FLOOD,2026-05-10,2026-05-13,2025-06-15,49,17676,23.79,48.23,92.35,44,SUBMITTED
180,SURVEY-0000180,1121,2250,2,Soybean,Flood Damage,DROUGHT,2026-03-30,2026-05-13,2025-06-15,86,44587,85.41,82.09,66.94,80,REJECTED
181,SURVEY-0000181,688,1370,2,Sugarcane,Pest Attack,ATIVRUSHTI,2026-03-10,2026-05-13,2025-06-15,93,33521,21.09,37.08,74.17,78,REJECTED
182,SURVEY-0000182,178,345,3,Bajra,Drought,ATIVRUSHTI,2026-02-23,2026-05-13,2025-06-15,44,91803,87.66,71.95,75.71,28,APPROVED
183,SURVEY-0000183,308,605,4,Sugarcane,Drought,FLOOD,2026-02-13,2026-05-13,2025-06-15,41,62466,97.49,54.55,94.31,37,APPROVED
184,SURVEY-0000184,1814,3657,4,Sugarcane,Pest Attack,DROUGHT,2026-04-20,2026-05-13,2025-06-15,11,36887,86.28,5.51,85.26,5,FIELD_VERIFIED
185,SURVEY-0000185,847,1682,2,Tur,Pest Attack,DROUGHT,2026-04-17,2026-05-13,2025-06-15,75,54568,81.74,15.43,82.52,66,UNDER_REVIEW
186,SURVEY-0000186,844,1676,2,Sugarcane,Flood Damage,ATIVRUSHTI,2026-03-01,2026-05-13,2025-06-15,33,84540,42.27,56.36,73.77,34,UNDER_REVIEW
187,SURVEY-0000187,351,698,3,Sugarcane,Pest Attack,DROUGHT,2026-02-18,2026-05-13,2025-06-15,61,97241,67.62,48.87,90.58,28,REJECTED
188,SURVEY-0000188,1785,3601,1,Tur,Drought,PEST_ATTACK,2026-03-09,2026-05-13,2025-06-15,53,40115,6.11,75.86,81.43,39,APPROVED
189,SURVEY-0000189,1840,3716,4,Sugarcane,Drought,DROUGHT,2026-02-19,2026-05-13,2025-06-15,74,30934,12.78,25.79,73.27,66,UNDER_REVIEW
190,SURVEY-0000190,1645,3321,1,Sugarcane,Pest Attack,DROUGHT,2026-04-15,2026-05-13,2025-06-15,15,44815,67.86,7.19,60.95,42,UNDER_REVIEW
191,SURVEY-0000191,649,1287,2,Bajra,Heavy Rainfall,ATIVRUSHTI,2026-03-16,2026-05-13,2025-06-15,63,80027,57.59,57.65,70.38,7,UNDER_REVIEW
192,SURVEY-0000192,1355,2733,4,Bajra,Flood Damage,DROUGHT,2026-05-05,2026-05-13,2025-06-15,28,67665,38.49,49.53,81.02,12,UNDER_REVIEW
193,SURVEY-0000193,1983,4009,3,Cotton,Drought,PEST_ATTACK,2026-04-27,2026-05-13,2025-06-15,40,76926,44.34,17.89,92.95,19,FIELD_VERIFIED
194,SURVEY-0000194,946,1892,1,Soybean,Heavy Rainfall,DROUGHT,2026-04-21,2026-05-13,2025-06-15,33,70005,22.45,67.36,90.21,44,UNDER_REVIEW
195,SURVEY-0000195,1744,3523,4,Sugarcane,Pest Attack,PEST_ATTACK,2026-03-26,2026-05-13,2025-06-15,65,10989,36.9,6.82,60.89,1,UNDER_REVIEW
196,SURVEY-0000196,104,193,4,Bajra,Pest Attack,FLOOD,2026-03-28,2026-05-13,2025-06-15,30,77000,74.21,59.07,56.95,22,SUBMITTED
197,SURVEY-0000197,700,1391,3,Soybean,Flood Damage,PEST_ATTACK,2026-03-15,2026-05-13,2025-06-15,71,93762,31.61,36.86,91.04,62,UNDER_REVIEW
198,SURVEY-0000198,1249,2511,3,Bajra,Heavy Rainfall,ATIVRUSHTI,2026-02-28,2026-05-13,2025-06-15,60,91709,63.93,58.28,92.4,45,UNDER_REVIEW
199,SURVEY-0000199,669,1329,2,Soybean,Drought,ATIVRUSHTI,2026-03-26,2026-05-13,2025-06-15,24,63534,29.96,19.57,81.44,6,UNDER_REVIEW
200,SURVEY-0000200,1972,3984,3,Bajra,Drought,DROUGHT,2026-03-08,2026-05-13,2025-06-15,53,85394,51.07,52.75,87.59,14,UNDER_REVIEW
201,SURVEY-0000201,387,775,1,Sugarcane,Drought,FLOOD,2026-04-12,2026-05-13,2025-06-15,14,82115,54.55,58.45,59.9,32,REJECTED
202,SURVEY-0000202,158,301,1,Cotton,Heavy Rainfall,DROUGHT,2026-04-25,2026-05-13,2025-06-15,44,44418,93.18,48.39,69.08,20,APPROVED
203,SURVEY-0000203,436,870,2,Tur,Pest Attack,DROUGHT,2026-04-28,2026-05-13,2025-06-15,90,93572,65.15,79.99,86.64,83,UNDER_REVIEW
204,SURVEY-0000204,643,1274,2,Soybean,Drought,PEST_ATTACK,2026-04-13,2026-05-13,2025-06-15,55,38704,94.47,13.46,62.34,43,FIELD_VERIFIED
205,SURVEY-0000205,590,1166,4,Soybean,Heavy Rainfall,DROUGHT,2026-04-08,2026-05-13,2025-06-15,36,99657,64.95,20.55,60.09,5,APPROVED
206,SURVEY-0000206,1434,2897,2,Soybean,Heavy Rainfall,DROUGHT,2026-05-05,2026-05-13,2025-06-15,33,75683,40.32,6.2,68.88,40,REJECTED
207,SURVEY-0000207,591,1169,1,Cotton,Pest Attack,DROUGHT,2026-03-29,2026-05-13,2025-06-15,60,18898,13.89,7.5,81.82,28,APPROVED
208,SURVEY-0000208,779,1548,3,Soybean,Flood Damage,DROUGHT,2026-04-27,2026-05-13,2025-06-15,80,42869,57.91,77.83,69.13,90,UNDER_REVIEW
209,SURVEY-0000209,307,602,2,Soybean,Pest Attack,ATIVRUSHTI,2026-03-18,2026-05-13,2025-06-15,61,10123,54.7,27.38,73.47,45,APPROVED
210,SURVEY-0000210,1736,3505,2,Cotton,Pest Attack,ATIVRUSHTI,2026-04-28,2026-05-13,2025-06-15,47,53292,63.38,85.53,76.74,22,FIELD_VERIFIED
211,SURVEY-0000211,569,1129,4,Cotton,Drought,FLOOD,2026-05-11,2026-05-13,2025-06-15,45,9259,30.11,75.21,91.54,10,UNDER_REVIEW
212,SURVEY-0000212,1262,2537,2,Soybean,Pest Attack,DROUGHT,2026-03-17,2026-05-13,2025-06-15,57,68180,56.24,91.13,78.97,11,FIELD_VERIFIED
213,SURVEY-0000213,180,349,1,Bajra,Pest Attack,DROUGHT,2026-04-08,2026-05-13,2025-06-15,72,9715,14.59,20.4,64.81,83,SUBMITTED
214,SURVEY-0000214,1797,3626,1,Soybean,Heavy Rainfall,PEST_ATTACK,2026-03-05,2026-05-13,2025-06-15,73,53618,62.41,60.24,72.23,70,APPROVED
215,SURVEY-0000215,1360,2744,1,Tur,Pest Attack,ATIVRUSHTI,2026-04-16,2026-05-13,2025-06-15,62,33876,58.7,89.33,55.38,5,APPROVED
216,SURVEY-0000216,1253,2519,1,Cotton,Pest Attack,ATIVRUSHTI,2026-03-26,2026-05-13,2025-06-15,88,83907,49.93,18.11,70.21,62,APPROVED
217,SURVEY-0000217,1614,3262,1,Cotton,Drought,FLOOD,2026-02-14,2026-05-13,2025-06-15,62,82133,68.11,46.08,96.13,22,SUBMITTED
218,SURVEY-0000218,824,1639,4,Tur,Flood Damage,FLOOD,2026-05-10,2026-05-13,2025-06-15,55,99536,50.48,5.36,83.82,19,UNDER_REVIEW
219,SURVEY-0000219,1602,3238,4,Bajra,Drought,FLOOD,2026-03-06,2026-05-13,2025-06-15,95,36967,62.14,12.98,96.12,76,FIELD_VERIFIED
220,SURVEY-0000220,324,640,1,Soybean,Heavy Rainfall,ATIVRUSHTI,2026-05-03,2026-05-13,2025-06-15,9,59947,85.84,11.34,67.48,15,SUBMITTED
221,SURVEY-0000221,1718,3475,2,Soybean,Pest Attack,ATIVRUSHTI,2026-04-16,2026-05-13,2025-06-15,85,7862,7.67,53.36,65.89,76,APPROVED
222,SURVEY-0000222,1241,2490,3,Bajra,Flood Damage,DROUGHT,2026-04-29,2026-05-13,2025-06-15,79,55367,59.71,30.92,91.76,60,SUBMITTED
223,SURVEY-0000223,1997,4039,3,Cotton,Heavy Rainfall,ATIVRUSHTI,2026-03-22,2026-05-13,2025-06-15,24,57729,91.2,57.8,87.62,41,UNDER_REVIEW
224,SURVEY-0000224,1587,3204,2,Cotton,Pest Attack,PEST_ATTACK,2026-04-13,2026-05-13,2025-06-15,36,90333,72.94,38.53,67.18,11,UNDER_REVIEW
225,SURVEY-0000225,53,96,4,Cotton,Flood Damage,ATIVRUSHTI,2026-02-20,2026-05-13,2025-06-15,35,80209,55.02,76.39,88.03,36,SUBMITTED
226,SURVEY-0000226,1986,4014,3,Cotton,Flood Damage,FLOOD,2026-03-16,2026-05-13,2025-06-15,19,40866,30.99,76.8,83.67,4,REJECTED
227,SURVEY-0000227,1454,2936,1,Tur,Heavy Rainfall,PEST_ATTACK,2026-03-31,2026-05-13,2025-06-15,30,68226,73.4,10.3,74.53,45,UNDER_REVIEW
228,SURVEY-0000228,1609,3253,2,Cotton,Drought,FLOOD,2026-03-02,2026-05-13,2025-06-15,24,78745,68.88,34.98,93.57,13,UNDER_REVIEW
229,SURVEY-0000229,481,962,1,Cotton,Heavy Rainfall,FLOOD,2026-02-18,2026-05-13,2025-06-15,7,43915,92.63,87.73,96.83,28,SUBMITTED
230,SURVEY-0000230,1878,3791,2,Bajra,Drought,DROUGHT,2026-02-16,2026-05-13,2025-06-15,57,29271,95.27,23.88,97.0,19,APPROVED
231,SURVEY-0000231,1008,2005,1,Cotton,Flood Damage,ATIVRUSHTI,2026-02-16,2026-05-13,2025-06-15,38,61052,45.39,44.8,64.27,4,UNDER_REVIEW
232,SURVEY-0000232,882,1758,4,Soybean,Heavy Rainfall,DROUGHT,2026-04-07,2026-05-13,2025-06-15,24,84607,87.86,31.7,74.29,43,FIELD_VERIFIED
233,SURVEY-0000233,1052,2108,2,Soybean,Drought,FLOOD,2026-02-21,2026-05-13,2025-06-15,95,32405,45.9,50.96,68.61,68,SUBMITTED
234,SURVEY-0000234,1057,2116,3,Soybean,Pest Attack,ATIVRUSHTI,2026-03-10,2026-05-13,2025-06-15,9,13578,68.78,57.29,66.85,23,REJECTED
235,SURVEY-0000235,1869,3774,4,Sugarcane,Heavy Rainfall,PEST_ATTACK,2026-03-19,2026-05-13,2025-06-15,26,10018,19.21,39.75,82.34,45,APPROVED
236,SURVEY-0000236,719,1429,4,Cotton,Flood Damage,FLOOD,2026-03-25,2026-05-13,2025-06-15,27,10313,95.53,81.41,73.21,39,SUBMITTED
237,SURVEY-0000237,98,183,3,Cotton,Heavy Rainfall,FLOOD,2026-03-18,2026-05-13,2025-06-15,89,9509,82.42,38.03,66.45,83,REJECTED
238,SURVEY-0000238,1802,3636,3,Tur,Flood Damage,DROUGHT,2026-04-28,2026-05-13,2025-06-15,29,18096,34.46,59.65,95.66,44,SUBMITTED
239,SURVEY-0000239,249,487,1,Sugarcane,Drought,ATIVRUSHTI,2026-04-06,2026-05-13,2025-06-15,8,95294,6.84,15.11,97.62,35,UNDER_REVIEW
240,SURVEY-0000240,400,796,2,Tur,Flood Damage,PEST_ATTACK,2026-04-04,2026-05-13,2025-06-15,29,25532,38.41,37.18,79.51,9,FIELD_VERIFIED
241,SURVEY-0000241,1987,4018,4,Soybean,Drought,DROUGHT,2026-05-07,2026-05-13,2025-06-15,5,52137,92.63,67.06,83.83,27,SUBMITTED
242,SURVEY-0000242,765,1519,1,Soybean,Flood Damage,DROUGHT,2026-04-07,2026-05-13,2025-06-15,26,60733,91.42,93.6,86.52,21,FIELD_VERIFIED
243,SURVEY-0000243,881,1756,4,Sugarcane,Pest Attack,DROUGHT,2026-04-13,2026-05-13,2025-06-15,7,52177,55.09,27.71,94.67,7,UNDER_REVIEW
244,SURVEY-0000244,346,687,2,Sugarcane,Flood Damage,DROUGHT,2026-05-07,2026-05-13,2025-06-15,88,10307,33.62,9.77,80.29,84,SUBMITTED
245,SURVEY-0000245,1202,2414,4,Sugarcane,Drought,ATIVRUSHTI,2026-03-03,2026-05-13,2025-06-15,17,45612,97.65,64.8,86.81,25,UNDER_REVIEW
246,SURVEY-0000246,776,1543,3,Bajra,Pest Attack,FLOOD,2026-04-04,2026-05-13,2025-06-15,47,58641,17.09,78.95,82.6,15,FIELD_VERIFIED
247,SURVEY-0000247,1525,3071,2,Tur,Pest Attack,PEST_ATTACK,2026-03-25,2026-05-13,2025-06-15,54,54914,63.93,21.25,91.57,30,UNDER_REVIEW
248,SURVEY-0000248,1880,3795,1,Cotton,Drought,DROUGHT,2026-03-30,2026-05-13,2025-06-15,46,38894,93.0,16.13,87.75,22,APPROVED
249,SURVEY-0000249,1085,2170,1,Bajra,Drought,FLOOD,2026-02-20,2026-05-13,2025-06-15,9,97691,66.44,35.95,57.19,45,REJECTED
250,SURVEY-0000250,935,1870,1,Cotton,Heavy Rainfall,DROUGHT,2026-03-08,2026-05-13,2025-06-15,28,80566,12.33,64.91,80.31,12,APPROVED
251,SURVEY-0000251,1759,3554,2,Cotton,Pest Attack,FLOOD,2026-03-26,2026-05-13,2025-06-15,59,45700,69.14,88.7,78.7,14,APPROVED
252,SURVEY-0000252,1735,3504,1,Sugarcane,Drought,FLOOD,2026-04-14,2026-05-13,2025-06-15,76,27304,20.64,74.81,84.25,79,APPROVED
253,SURVEY-0000253,1032,2061,3,Soybean,Pest Attack,FLOOD,2026-03-08,2026-05-13,2025-06-15,17,26719,25.16,28.49,77.9,16,SUBMITTED
254,SURVEY-0000254,295,577,3,Tur,Flood Damage,DROUGHT,2026-04-26,2026-05-13,2025-06-15,18,54014,85.46,37.19,94.71,23,FIELD_VERIFIED
255,SURVEY-0000255,268,523,3,Soybean,Heavy Rainfall,PEST_ATTACK,2026-03-01,2026-05-13,2025-06-15,39,83316,50.26,91.54,69.59,14,REJECTED
256,SURVEY-0000256,1243,2497,2,Bajra,Flood Damage,DROUGHT,2026-05-03,2026-05-13,2025-06-15,60,70350,24.67,69.07,81.65,2,FIELD_VERIFIED
257,SURVEY-0000257,1668,3367,1,Bajra,Flood Damage,DROUGHT,2026-03-04,2026-05-13,2025-06-15,74,53169,37.68,94.79,67.72,86,UNDER_REVIEW
258,SURVEY-0000258,1439,2905,3,Sugarcane,Heavy Rainfall,FLOOD,2026-02-14,2026-05-13,2025-06-15,59,29425,49.4,48.56,88.64,25,UNDER_REVIEW
259,SURVEY-0000259,647,1282,3,Soybean,Pest Attack,PEST_ATTACK,2026-03-26,2026-05-13,2025-06-15,33,7228,71.4,21.94,68.22,25,APPROVED
260,SURVEY-0000260,1284,2586,4,Tur,Flood Damage,FLOOD,2026-03-08,2026-05-13,2025-06-15,51,13658,42.42,27.12,94.75,21,REJECTED
261,SURVEY-0000261,1541,3110,1,Cotton,Pest Attack,PEST_ATTACK,2026-04-11,2026-05-13,2025-06-15,34,93341,32.08,76.05,83.98,6,FIELD_VERIFIED
262,SURVEY-0000262,1254,2522,1,Bajra,Pest Attack,ATIVRUSHTI,2026-04-27,2026-05-13,2025-06-15,57,25280,43.17,71.5,90.74,30,SUBMITTED
263,SURVEY-0000263,196,379,4,Sugarcane,Heavy Rainfall,ATIVRUSHTI,2026-02-20,2026-05-13,2025-06-15,39,26657,95.39,34.71,66.91,10,REJECTED
264,SURVEY-0000264,352,699,3,Soybean,Heavy Rainfall,DROUGHT,2026-04-20,2026-05-13,2025-06-15,46,57558,33.3,46.34,63.47,23,UNDER_REVIEW
265,SURVEY-0000265,633,1252,4,Tur,Heavy Rainfall,DROUGHT,2026-04-27,2026-05-13,2025-06-15,70,61743,41.35,90.19,61.69,71,FIELD_VERIFIED
266,SURVEY-0000266,1839,3711,1,Bajra,Heavy Rainfall,FLOOD,2026-04-11,2026-05-13,2025-06-15,87,8979,26.15,26.37,95.67,91,UNDER_REVIEW
267,SURVEY-0000267,529,1053,4,Bajra,Drought,DROUGHT,2026-03-12,2026-05-13,2025-06-15,64,16213,86.61,37.39,60.15,36,APPROVED
268,SURVEY-0000268,1660,3352,4,Cotton,Heavy Rainfall,ATIVRUSHTI,2026-05-04,2026-05-13,2025-06-15,23,64474,92.2,27.69,93.31,24,APPROVED
269,SURVEY-0000269,302,590,2,Tur,Drought,ATIVRUSHTI,2026-04-22,2026-05-13,2025-06-15,86,64991,73.58,86.12,56.71,96,UNDER_REVIEW
270,SURVEY-0000270,800,1588,2,Tur,Heavy Rainfall,FLOOD,2026-02-24,2026-05-13,2025-06-15,61,76272,98.09,66.05,75.1,44,SUBMITTED
271,SURVEY-0000271,555,1103,3,Sugarcane,Drought,ATIVRUSHTI,2026-02-27,2026-05-13,2025-06-15,88,15159,54.15,49.41,64.02,98,FIELD_VERIFIED
272,SURVEY-0000272,1224,2452,3,Soybean,Drought,DROUGHT,2026-02-12,2026-05-13,2025-06-15,15,38462,11.16,14.22,82.2,44,UNDER_REVIEW
273,SURVEY-0000273,190,370,3,Sugarcane,Flood Damage,ATIVRUSHTI,2026-03-17,2026-05-13,2025-06-15,91,48006,75.2,5.77,78.32,98,UNDER_REVIEW
274,SURVEY-0000274,1023,2039,4,Bajra,Pest Attack,PEST_ATTACK,2026-04-14,2026-05-13,2025-06-15,41,64146,47.53,33.47,90.82,33,FIELD_VERIFIED
275,SURVEY-0000275,1264,2541,1,Tur,Heavy Rainfall,PEST_ATTACK,2026-05-01,2026-05-13,2025-06-15,70,77307,99.27,13.23,97.46,64,REJECTED
276,SURVEY-0000276,1235,2474,2,Sugarcane,Flood Damage,FLOOD,2026-03-21,2026-05-13,2025-06-15,50,58403,90.53,25.51,61.18,12,SUBMITTED
277,SURVEY-0000277,1063,2125,1,Soybean,Flood Damage,FLOOD,2026-03-21,2026-05-13,2025-06-15,20,13464,36.86,27.91,93.44,2,FIELD_VERIFIED
278,SURVEY-0000278,320,631,1,Tur,Flood Damage,FLOOD,2026-02-24,2026-05-13,2025-06-15,13,27153,59.55,85.29,72.36,5,APPROVED
279,SURVEY-0000279,1709,3456,3,Bajra,Drought,ATIVRUSHTI,2026-03-22,2026-05-13,2025-06-15,31,28220,88.99,81.14,95.72,31,SUBMITTED
280,SURVEY-0000280,1042,2083,1,Tur,Pest Attack,DROUGHT,2026-03-09,2026-05-13,2025-06-15,90,56143,33.06,85.14,66.67,83,APPROVED
281,SURVEY-0000281,1522,3064,3,Sugarcane,Heavy Rainfall,DROUGHT,2026-02-15,2026-05-13,2025-06-15,34,58240,12.13,27.79,85.74,40,APPROVED
282,SURVEY-0000282,1368,2756,1,Soybean,Pest Attack,ATIVRUSHTI,2026-05-10,2026-05-13,2025-06-15,73,83707,88.82,40.88,94.74,87,SUBMITTED
283,SURVEY-0000283,825,1642,2,Cotton,Flood Damage,FLOOD,2026-04-10,2026-05-13,2025-06-15,47,89059,97.58,11.88,60.03,45,SUBMITTED
284,SURVEY-0000284,2,4,1,Bajra,Drought,PEST_ATTACK,2026-02-22,2026-05-13,2025-06-15,57,83119,38.43,94.14,93.27,6,FIELD_VERIFIED
285,SURVEY-0000285,630,1245,4,Cotton,Heavy Rainfall,ATIVRUSHTI,2026-04-18,2026-05-13,2025-06-15,90,94429,97.11,21.66,88.66,82,REJECTED
286,SURVEY-0000286,313,615,1,Bajra,Flood Damage,FLOOD,2026-03-24,2026-05-13,2025-06-15,52,22769,93.09,7.7,77.89,39,FIELD_VERIFIED
287,SURVEY-0000287,109,201,4,Cotton,Drought,FLOOD,2026-04-20,2026-05-13,2025-06-15,84,30596,84.41,13.23,60.89,68,REJECTED
288,SURVEY-0000288,170,325,4,Cotton,Flood Damage,ATIVRUSHTI,2026-02-25,2026-05-13,2025-06-15,46,41384,20.85,87.1,70.91,19,APPROVED
289,SURVEY-0000289,1291,2596,4,Tur,Heavy Rainfall,FLOOD,2026-03-06,2026-05-13,2025-06-15,23,95301,71.46,8.13,60.96,32,REJECTED
290,SURVEY-0000290,1784,3598,3,Bajra,Pest Attack,ATIVRUSHTI,2026-04-22,2026-05-13,2025-06-15,90,21519,40.84,90.16,80.86,63,FIELD_VERIFIED
291,SURVEY-0000291,1408,2841,4,Bajra,Heavy Rainfall,DROUGHT,2026-05-01,2026-05-13,2025-06-15,55,66421,90.76,28.68,87.75,31,UNDER_REVIEW
292,SURVEY-0000292,191,372,2,Tur,Pest Attack,PEST_ATTACK,2026-03-02,2026-05-13,2025-06-15,33,29516,30.6,12.12,89.51,11,FIELD_VERIFIED
293,SURVEY-0000293,125,231,3,Tur,Flood Damage,FLOOD,2026-02-26,2026-05-13,2025-06-15,8,53766,52.09,8.69,72.75,7,APPROVED
294,SURVEY-0000294,105,194,4,Tur,Flood Damage,PEST_ATTACK,2026-04-04,2026-05-13,2025-06-15,63,67998,13.26,50.01,94.82,35,REJECTED
295,SURVEY-0000295,1971,3982,3,Tur,Pest Attack,DROUGHT,2026-04-03,2026-05-13,2025-06-15,61,14045,30.49,80.22,94.32,38,REJECTED
296,SURVEY-0000296,1899,3833,3,Bajra,Pest Attack,FLOOD,2026-02-18,2026-05-13,2025-06-15,28,8443,58.16,91.38,84.47,2,UNDER_REVIEW
297,SURVEY-0000297,1435,2899,4,Cotton,Drought,FLOOD,2026-04-04,2026-05-13,2025-06-15,63,52675,25.27,43.63,69.45,3,SUBMITTED
298,SURVEY-0000298,144,266,4,Sugarcane,Pest Attack,DROUGHT,2026-03-11,2026-05-13,2025-06-15,15,48496,58.69,79.14,86.6,21,REJECTED
299,SURVEY-0000299,1289,2593,4,Sugarcane,Flood Damage,FLOOD,2026-02-26,2026-05-13,2025-06-15,95,63805,72.81,14.93,60.91,84,REJECTED
300,SURVEY-0000300,1893,3821,2,Bajra,Flood Damage,DROUGHT,2026-04-24,2026-05-13,2025-06-15,64,86637,64.97,85.83,68.45,19,SUBMITTED
301,SURVEY-0000301,646,1279,1,Soybean,Pest Attack,ATIVRUSHTI,2026-03-04,2026-05-13,2025-06-15,62,41888,95.67,65.58,89.66,35,FIELD_VERIFIED
302,SURVEY-0000302,368,729,1,Bajra,Flood Damage,DROUGHT,2026-03-09,2026-05-13,2025-06-15,24,47071,23.81,57.27,95.67,9,SUBMITTED
303,SURVEY-0000303,869,1732,4,Sugarcane,Drought,ATIVRUSHTI,2026-04-23,2026-05-13,2025-06-15,23,47528,64.56,35.5,58.84,27,FIELD_VERIFIED
304,SURVEY-0000304,458,917,3,Bajra,Flood Damage,DROUGHT,2026-04-23,2026-05-13,2025-06-15,33,42124,34.89,43.78,58.01,30,SUBMITTED
305,SURVEY-0000305,986,1968,2,Tur,Heavy Rainfall,DROUGHT,2026-03-12,2026-05-13,2025-06-15,33,53386,30.91,68.79,64.49,34,SUBMITTED
306,SURVEY-0000306,1946,3936,4,Sugarcane,Flood Damage,FLOOD,2026-03-01,2026-05-13,2025-06-15,48,7894,89.12,30.91,76.73,26,SUBMITTED
307,SURVEY-0000307,3,6,4,Sugarcane,Drought,FLOOD,2026-02-27,2026-05-13,2025-06-15,35,41789,87.11,64.35,84.23,2,APPROVED
308,SURVEY-0000308,1185,2385,3,Cotton,Heavy Rainfall,PEST_ATTACK,2026-03-03,2026-05-13,2025-06-15,61,34701,99.78,7.42,90.2,7,SUBMITTED
309,SURVEY-0000309,1678,3388,3,Sugarcane,Drought,ATIVRUSHTI,2026-03-12,2026-05-13,2025-06-15,79,42155,40.24,90.82,56.23,63,SUBMITTED
310,SURVEY-0000310,1690,3413,4,Soybean,Flood Damage,FLOOD,2026-03-28,2026-05-13,2025-06-15,48,43135,40.22,71.33,70.81,37,REJECTED
311,SURVEY-0000311,1942,3927,2,Tur,Flood Damage,DROUGHT,2026-02-23,2026-05-13,2025-06-15,11,22627,24.83,33.28,98.17,38,REJECTED
312,SURVEY-0000312,205,400,1,Tur,Heavy Rainfall,ATIVRUSHTI,2026-04-28,2026-05-13,2025-06-15,5,96847,16.4,55.37,81.31,26,REJECTED
