approval_id,survey_id,approved_by,role,approval_level,status,remarks,modified_loss_percentage
369,150,27,TALUKA_AUTHORITY,2,APPROVED,Approved after verification,63
370,150,58,DISTRICT_AUTHORITY,3,REJECTED,Approved after verification,41
371,151,47,DISTRICT_AUTHORITY,1,REJECTED,NDVI mismatch,94
372,151,18,TALATHI,2,APPROVED,Approved after verification,35
373,151,6,TALATHI,3,UNDER_REVIEW,Approved after verification,6
374,151,88,TALATHI,4,REJECTED,Need re-survey,72
375,152,29,TALATHI,1,APPROVED,NDVI mismatch,40
376,152,50,TALATHI,2,REJECTED,NDVI mismatch,23
377,152,67,DISTRICT_AUTHORITY,3,UNDER_REVIEW,Geo-fence passed,88
378,152,11,TALATHI,4,UNDER_REVIEW,Geo-fence passed,28
379,153,82,TALUKA_AUTHORITY,1,APPROVED,Approved after verification,38
380,153,52,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Geo-fence passed,95
381,154,13,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Approved after verification,10
382,155,75,TALUKA_AUTHORITY,1,APPROVED,NDVI mismatch,15
383,155,48,TALUKA_AUTHORITY,2,APPROVED,NDVI mismatch,51
384,155,87,DISTRICT_AUTHORITY,3,UNDER_REVIEW,NDVI mismatch,22
385,156,31,TALUKA_AUTHORITY,1,REJECTED,Approved after verification,58
386,156,76,TALUKA_AUTHORITY,2,APPROVED,Geo-fence passed,47
387,156,16,DISTRICT_AUTHORITY,3,APPROVED,NDVI mismatch,41
388,157,57,TALUKA_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,67
389,157,30,TALATHI,2,APPROVED,Need re-survey,62
390,157,60,TALATHI,3,APPROVED,NDVI mismatch,71
391,158,79,TALUKA_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,75
392,158,87,TALUKA_AUTHORITY,2,APPROVED,NDVI mismatch,13
393,159,40,TALATHI,1,REJECTED,Geo-fence passed,33
394,160,71,TALUKA_AUTHORITY,1,UNDER_REVIEW,Approved after verification,56
395,161,5,TALUKA_AUTHORITY,1,APPROVED,NDVI mismatch,92
396,161,21,TALUKA_AUTHORITY,2,UNDER_REVIEW,Approved after verification,49
397,161,79,DISTRICT_AUTHORITY,3,UNDER_REVIEW,Need re-survey,34
398,161,36,TALUKA_AUTHORITY,4,REJECTED,Need re-survey,83
399,162,58,TALATHI,1,UNDER_REVIEW,Geo-fence passed,23
400,162,35,TALUKA_AUTHORITY,2,UNDER_REVIEW,Need re-survey,34
401,163,26,TALUKA_AUTHORITY,1,APPROVED,Geo-fence passed,34
402,163,52,DISTRICT_AUTHORITY,2,REJECTED,NDVI mismatch,65
403,164,20,TALATHI,1,UNDER_REVIEW,Need re-survey,36
404,164,31,TALATHI,2,REJECTED,Approved after verification,44
405,164,15,TALUKA_AUTHORITY,3,REJECTED,Geo-fence passed,90
406,165,35,TALUKA_AUTHORITY,1,REJECTED,Approved after verification,51
407,165,89,DISTRICT_AUTHORITY,2,REJECTED,Approved after verification,66
408,165,7,TALUKA_AUTHORITY,3,REJECTED,Geo-fence passed,16
409,166,12,TALATHI,1,UNDER_REVIEW,Geo-fence passed,46
410,166,74,TALUKA_AUTHORITY,2,UNDER_REVIEW,Approved after verification,8
411,166,14,DISTRICT_AUTHORITY,3,REJECTED,Approved after verification,25
412,167,55,TALATHI,1,APPROVED,NDVI mismatch,66
413,168,89,DISTRICT_AUTHORITY,1,APPROVED,Approved after verification,24
414,168,53,TALUKA_AUTHORITY,2,REJECTED,Approved after verification,45
415,168,27,TALATHI,3,APPROVED,Approved after verification,73
416,169,82,TALATHI,1,REJECTED,Geo-fence passed,56
417,169,82,TALUKA_AUTHORITY,2,UNDER_REVIEW,Approved after verification,65
418,169,66,TALATHI,3,REJECTED,Approved after verification,88
419,170,51,TALUKA_AUTHORITY,1,UNDER_REVIEW,Need re-survey,92
420,170,48,TALATHI,2,APPROVED,Geo-fence passed,38
421,171,81,TALUKA_AUTHORITY,1,APPROVED,NDVI mismatch,13
422,171,31,DISTRICT_AUTHORITY,2,APPROVED,Geo-fence passed,79
423,171,81,TALUKA_AUTHORITY,3,REJECTED,Geo-fence passed,5
424,171,62,TALUKA_AUTHORITY,4,UNDER_REVIEW,NDVI mismatch,16
425,172,17,DISTRICT_AUTHORITY,1,REJECTED,Need re-survey,18
426,173,68,TALUKA_AUTHORITY,1,APPROVED,NDVI mismatch,30
427,173,61,TALATHI,2,UNDER_REVIEW,NDVI mismatch,49
428,174,43,TALUKA_AUTHORITY,1,UNDER_REVIEW,Need re-survey,88
429,174,77,TALATHI,2,UNDER_REVIEW,NDVI mismatch,24
430,174,61,TALUKA_AUTHORITY,3,APPROVED,Approved after verification,18
431,174,71,TALATHI,4,REJECTED,Approved after verification,44
432,175,28,TALUKA_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,51
433,175,21,TALUKA_AUTHORITY,2,REJECTED,NDVI mismatch,94
434,176,72,TALATHI,1,REJECTED,Geo-fence passed,95
435,177,54,DISTRICT_AUTHORITY,1,APPROVED,Approved after verification,41
436,177,53,TALUKA_AUTHORITY,2,REJECTED,Geo-fence passed,82
437,177,46,TALATHI,3,UNDER_REVIEW,Approved after verification,47
438,177,26,DISTRICT_AUTHORITY,4,REJECTED,Need re-survey,17
439,178,30,TALATHI,1,UNDER_REVIEW,Need re-survey,7
440,178,18,DISTRICT_AUTHORITY,2,APPROVED,Need re-survey,77
441,179,43,TALUKA_AUTHORITY,1,UNDER_REVIEW,Need re-survey,6
442,179,57,DISTRICT_AUTHORITY,2,REJECTED,Approved after verification,78
443,180,64,DISTRICT_AUTHORITY,1,APPROVED,Approved after verification,76
444,180,31,TALUKA_AUTHORITY,2,UNDER_REVIEW,Approved after verification,77
445,180,35,TALUKA_AUTHORITY,3,APPROVED,NDVI mismatch,8
446,180,1,TALUKA_AUTHORITY,4,UNDER_REVIEW,Need re-survey,41
447,181,74,TALUKA_AUTHORITY,1,UNDER_REVIEW,Need re-survey,33
448,182,27,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Need re-survey,9
449,182,13,TALATHI,2,APPROVED,NDVI mismatch,21
450,182,19,TALUKA_AUTHORITY,3,REJECTED,NDVI mismatch,34
451,183,46,TALATHI,1,UNDER_REVIEW,NDVI mismatch,32
452,183,4,TALATHI,2,REJECTED,Geo-fence passed,21
453,183,18,TALATHI,3,UNDER_REVIEW,Geo-fence passed,46
454,184,17,TALUKA_AUTHORITY,1,APPROVED,Need re-survey,88
455,184,60,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Geo-fence passed,10
456,184,58,DISTRICT_AUTHORITY,3,REJECTED,Need re-survey,45
457,185,81,TALUKA_AUTHORITY,1,APPROVED,Geo-fence passed,28
458,185,89,DISTRICT_AUTHORITY,2,APPROVED,Geo-fence passed,27
459,185,47,TALUKA_AUTHORITY,3,REJECTED,Approved after verification,12
460,185,45,DISTRICT_AUTHORITY,4,APPROVED,Need re-survey,72
461,186,74,TALUKA_AUTHORITY,1,UNDER_REVIEW,Need re-survey,67
462,186,53,TALUKA_AUTHORITY,2,APPROVED,Approved after verification,66
463,186,72,TALUKA_AUTHORITY,3,REJECTED,Need re-survey,81
464,186,11,TALATHI,4,UNDER_REVIEW,NDVI mismatch,87
465,187,29,DISTRICT_AUTHORITY,1,APPROVED,Geo-fence passed,38
466,188,86,TALATHI,1,REJECTED,Need re-survey,22
467,189,50,TALATHI,1,UNDER_REVIEW,Approved after verification,90
468,190,60,DISTRICT_AUTHORITY,1,APPROVED,Geo-fence passed,33
469,190,60,TALUKA_AUTHORITY,2,UNDER_REVIEW,NDVI mismatch,11
470,190,89,TALUKA_AUTHORITY,3,APPROVED,NDVI mismatch,6
471,190,80,TALATHI,4,APPROVED,Need re-survey,36
472,191,16,DISTRICT_AUTHORITY,1,APPROVED,Approved after verification,88
473,191,55,DISTRICT_AUTHORITY,2,APPROVED,NDVI mismatch,61
474,192,22,TALATHI,1,APPROVED,Need re-survey,11
475,192,81,TALUKA_AUTHORITY,2,APPROVED,Need re-survey,49
476,192,88,DISTRICT_AUTHORITY,3,UNDER_REVIEW,Need re-survey,49
477,192,83,DISTRICT_AUTHORITY,4,UNDER_REVIEW,NDVI mismatch,71
478,193,67,DISTRICT_AUTHORITY,1,APPROVED,Need re-survey,23
479,193,29,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Need re-survey,61
480,193,35,TALUKA_AUTHORITY,3,UNDER_REVIEW,Need re-survey,75
481,193,42,DISTRICT_AUTHORITY,4,UNDER_REVIEW,NDVI mismatch,52
482,194,71,DISTRICT_AUTHORITY,1,APPROVED,NDVI mismatch,38
483,195,51,TALUKA_AUTHORITY,1,REJECTED,Need re-survey,37
484,195,87,TALUKA_AUTHORITY,2,APPROVED,Approved after verification,62
485,196,34,TALATHI,1,UNDER_REVIEW,NDVI mismatch,82
486,196,18,TALUKA_AUTHORITY,2,UNDER_REVIEW,Approved after verification,65
487,196,67,TALATHI,3,APPROVED,Need re-survey,40
488,196,55,DISTRICT_AUTHORITY,4,APPROVED,Need re-survey,27
489,197,83,TALATHI,1,UNDER_REVIEW,NDVI mismatch,64
490,197,78,TALATHI,2,UNDER_REVIEW,Need re-survey,76
491,197,71,DISTRICT_AUTHORITY,3,APPROVED,Geo-fence passed,11
492,198,72,TALATHI,1,UNDER_REVIEW,Geo-fence passed,34
493,198,31,DISTRICT_AUTHORITY,2,REJECTED,NDVI mismatch,80
494,198,59,TALATHI,3,APPROVED,Geo-fence passed,60
495,198,52,TALATHI,4,REJECTED,Approved after verification,69
496,199,26,TALUKA_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,28
497,199,32,TALUKA_AUTHORITY,2,APPROVED,Geo-fence passed,12
498,199,32,TALUKA_AUTHORITY,3,UNDER_REVIEW,Need re-survey,89
499,199,25,TALUKA_AUTHORITY,4,UNDER_REVIEW,Geo-fence passed,66
500,200,57,TALUKA_AUTHORITY,1,REJECTED,Geo-fence passed,90
501,201,84,TALATHI,1,REJECTED,Need re-survey,61
502,201,71,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Geo-fence passed,7
503,201,45,TALATHI,3,APPROVED,Approved after verification,23
504,202,41,TALUKA_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,42
505,202,87,TALATHI,2,APPROVED,Approved after verification,28
506,202,32,TALATHI,3,UNDER_REVIEW,NDVI mismatch,37
507,203,23,TALUKA_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,78
508,203,80,TALATHI,2,APPROVED,NDVI mismatch,56
509,203,2,TALUKA_AUTHORITY,3,APPROVED,Approved after verification,48
510,204,63,TALUKA_AUTHORITY,1,REJECTED,Geo-fence passed,46
511,204,12,TALUKA_AUTHORITY,2,REJECTED,NDVI mismatch,40
512,205,32,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Need re-survey,76
513,205,77,TALUKA_AUTHORITY,2,APPROVED,Need re-survey,54
514,205,46,TALUKA_AUTHORITY,3,APPROVED,Approved after verification,58
515,206,88,TALUKA_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,61
516,207,76,TALATHI,1,APPROVED,Approved after verification,43
517,207,54,TALATHI,2,UNDER_REVIEW,Approved after verification,23
518,207,71,TALUKA_AUTHORITY,3,APPROVED,Approved after verification,27
519,207,48,TALUKA_AUTHORITY,4,REJECTED,Approved after verification,26
520,208,16,TALUKA_AUTHORITY,1,REJECTED,NDVI mismatch,73
521,208,38,TALATHI,2,UNDER_REVIEW,Need re-survey,91
522,208,11,TALUKA_AUTHORITY,3,UNDER_REVIEW,Need re-survey,18
523,209,84,TALATHI,1,REJECTED,Geo-fence passed,90
524,209,6,TALUKA_AUTHORITY,2,APPROVED,Geo-fence passed,84
525,210,8,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,12
526,210,78,DISTRICT_AUTHORITY,2,APPROVED,Approved after verification,58
527,210,51,DISTRICT_AUTHORITY,3,APPROVED,Geo-fence passed,32
528,211,9,DISTRICT_AUTHORITY,1,REJECTED,NDVI mismatch,27
529,211,12,TALATHI,2,UNDER_REVIEW,NDVI mismatch,59
530,211,88,DISTRICT_AUTHORITY,3,UNDER_REVIEW,Need re-survey,89
531,212,24,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Approved after verification,53
532,212,52,DISTRICT_AUTHORITY,2,APPROVED,Need re-survey,66
533,212,41,TALUKA_AUTHORITY,3,APPROVED,Need re-survey,89
534,212,21,TALATHI,4,UNDER_REVIEW,Need re-survey,50
535,213,82,TALUKA_AUTHORITY,1,REJECTED,NDVI mismatch,37
536,213,49,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Geo-fence passed,34
537,213,34,DISTRICT_AUTHORITY,3,UNDER_REVIEW,NDVI mismatch,70
538,213,11,DISTRICT_AUTHORITY,4,APPROVED,Approved after verification,17
539,214,2,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,80
540,214,45,TALUKA_AUTHORITY,2,APPROVED,Geo-fence passed,75
541,214,49,TALUKA_AUTHORITY,3,UNDER_REVIEW,Need re-survey,45
542,214,82,TALATHI,4,REJECTED,NDVI mismatch,35
543,215,40,TALATHI,1,APPROVED,Approved after verification,34
544,216,27,TALUKA_AUTHORITY,1,REJECTED,Geo-fence passed,87
545,217,79,DISTRICT_AUTHORITY,1,APPROVED,NDVI mismatch,42
546,217,33,TALATHI,2,REJECTED,NDVI mismatch,5
547,217,24,TALUKA_AUTHORITY,3,UNDER_REVIEW,NDVI mismatch,78
548,218,77,TALATHI,1,UNDER_REVIEW,Geo-fence passed,27
549,218,49,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Need re-survey,19
550,218,43,TALUKA_AUTHORITY,3,APPROVED,Need re-survey,84
551,218,20,TALATHI,4,REJECTED,Need re-survey,87
552,219,87,TALATHI,1,REJECTED,Need re-survey,87
553,219,19,DISTRICT_AUTHORITY,2,APPROVED,NDVI mismatch,81
554,219,7,TALUKA_AUTHORITY,3,REJECTED,Approved after verification,76
555,219,40,DISTRICT_AUTHORITY,4,APPROVED,Need re-survey,87
556,220,80,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Approved after verification,52
557,220,14,TALUKA_AUTHORITY,2,APPROVED,Geo-fence passed,8
558,220,1,DISTRICT_AUTHORITY,3,UNDER_REVIEW,Approved after verification,46
559,220,15,TALATHI,4,REJECTED,Approved after verification,18
560,221,67,DISTRICT_AUTHORITY,1,APPROVED,Geo-fence passed,95
561,222,75,TALATHI,1,REJECTED,NDVI mismatch,93
562,222,28,DISTRICT_AUTHORITY,2,APPROVED,Geo-fence passed,11
563,223,21,TALATHI,1,REJECTED,Approved after verification,25
564,223,63,TALUKA_AUTHORITY,2,UNDER_REVIEW,Approved after verification,66
565,223,66,TALUKA_AUTHORITY,3,APPROVED,Approved after verification,60
566,223,77,TALATHI,4,UNDER_REVIEW,Approved after verification,82
567,224,24,TALATHI,1,UNDER_REVIEW,Approved after verification,23
568,224,8,TALUKA_AUTHORITY,2,APPROVED,Approved after verification,76
569,224,73,TALATHI,3,APPROVED,Geo-fence passed,39
570,224,44,DISTRICT_AUTHORITY,4,APPROVED,NDVI mismatch,54
571,225,26,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Approved after verification,82
572,225,39,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Geo-fence passed,82
573,225,48,TALUKA_AUTHORITY,3,UNDER_REVIEW,NDVI mismatch,44
574,225,81,TALUKA_AUTHORITY,4,APPROVED,Need re-survey,6
575,226,66,TALUKA_AUTHORITY,1,APPROVED,Geo-fence passed,13
576,226,42,TALUKA_AUTHORITY,2,UNDER_REVIEW,NDVI mismatch,47
577,227,51,DISTRICT_AUTHORITY,1,REJECTED,NDVI mismatch,82
578,227,23,DISTRICT_AUTHORITY,2,REJECTED,Approved after verification,68
579,228,67,TALATHI,1,APPROVED,Need re-survey,95
580,228,55,DISTRICT_AUTHORITY,2,APPROVED,Geo-fence passed,28
581,228,1,TALATHI,3,APPROVED,NDVI mismatch,23
582,228,19,TALATHI,4,UNDER_REVIEW,Geo-fence passed,22
583,229,60,TALUKA_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,21
584,230,14,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Approved after verification,27
585,230,65,TALATHI,2,REJECTED,Need re-survey,72
586,230,62,TALATHI,3,REJECTED,Approved after verification,8
587,230,42,TALATHI,4,REJECTED,NDVI mismatch,24
588,231,78,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Approved after verification,56
589,231,2,TALATHI,2,APPROVED,Need re-survey,67
590,231,1,TALUKA_AUTHORITY,3,APPROVED,Geo-fence passed,29
591,231,76,TALUKA_AUTHORITY,4,UNDER_REVIEW,Geo-fence passed,63
592,232,25,DISTRICT_AUTHORITY,1,APPROVED,Approved after verification,55
593,232,88,TALUKA_AUTHORITY,2,APPROVED,Geo-fence passed,12
594,232,47,TALATHI,3,APPROVED,Approved after verification,75
595,233,14,TALATHI,1,REJECTED,Geo-fence passed,12
596,233,48,DISTRICT_AUTHORITY,2,REJECTED,Need re-survey,29
597,233,71,TALUKA_AUTHORITY,3,REJECTED,Approved after verification,25
598,234,2,TALUKA_AUTHORITY,1,UNDER_REVIEW,Need re-survey,70
599,234,73,TALUKA_AUTHORITY,2,APPROVED,NDVI mismatch,63
600,234,15,TALUKA_AUTHORITY,3,REJECTED,NDVI mismatch,46
601,235,21,TALUKA_AUTHORITY,1,REJECTED,Geo-fence passed,90
602,235,63,DISTRICT_AUTHORITY,2,REJECTED,NDVI mismatch,37
603,235,60,DISTRICT_AUTHORITY,3,REJECTED,NDVI mismatch,27
604,236,12,TALATHI,1,REJECTED,Need re-survey,52
605,236,51,TALUKA_AUTHORITY,2,REJECTED,Geo-fence passed,46
606,236,39,TALUKA_AUTHORITY,3,REJECTED,Approved after verification,12
607,236,48,TALATHI,4,UNDER_REVIEW,Need re-survey,76
608,237,5,TALATHI,1,APPROVED,Geo-fence passed,86
609,237,33,TALATHI,2,APPROVED,Approved after verification,15
610,237,33,DISTRICT_AUTHORITY,3,APPROVED,Geo-fence passed,83
611,237,81,TALATHI,4,UNDER_REVIEW,Need re-survey,63
612,238,48,TALUKA_AUTHORITY,1,APPROVED,Approved after verification,92
613,238,56,TALUKA_AUTHORITY,2,REJECTED,NDVI mismatch,10
614,238,11,TALATHI,3,REJECTED,Need re-survey,86
615,238,19,DISTRICT_AUTHORITY,4,APPROVED,Geo-fence passed,12
616,239,89,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,18
617,239,7,DISTRICT_AUTHORITY,2,APPROVED,Approved after verification,92
618,240,58,TALUKA_AUTHORITY,1,APPROVED,Approved after verification,33
619,240,11,TALUKA_AUTHORITY,2,APPROVED,Approved after verification,56
620,240,54,TALUKA_AUTHORITY,3,REJECTED,Need re-survey,31
621,241,6,DISTRICT_AUTHORITY,1,APPROVED,Approved after verification,20
622,241,59,DISTRICT_AUTHORITY,2,REJECTED,Geo-fence passed,7
623,241,10,TALUKA_AUTHORITY,3,UNDER_REVIEW,Approved after verification,92
624,242,28,TALUKA_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,61
625,242,38,DISTRICT_AUTHORITY,2,APPROVED,Approved after verification,67
626,242,67,TALATHI,3,APPROVED,NDVI mismatch,91
627,243,12,TALATHI,1,REJECTED,NDVI mismatch,49
628,243,7,TALUKA_AUTHORITY,2,APPROVED,Need re-survey,48
629,243,36,TALUKA_AUTHORITY,3,REJECTED,NDVI mismatch,68
630,243,27,DISTRICT_AUTHORITY,4,REJECTED,NDVI mismatch,20
631,244,16,DISTRICT_AUTHORITY,1,REJECTED,Approved after verification,69
632,244,19,TALUKA_AUTHORITY,2,UNDER_REVIEW,NDVI mismatch,19
633,245,87,TALUKA_AUTHORITY,1,UNDER_REVIEW,Need re-survey,60
634,245,45,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Geo-fence passed,92
635,246,17,TALATHI,1,REJECTED,Approved after verification,52
636,246,4,DISTRICT_AUTHORITY,2,APPROVED,Geo-fence passed,8
637,246,84,TALATHI,3,APPROVED,Geo-fence passed,24
638,247,2,TALUKA_AUTHORITY,1,APPROVED,NDVI mismatch,55
639,247,36,TALUKA_AUTHORITY,2,REJECTED,Geo-fence passed,16
640,248,33,TALUKA_AUTHORITY,1,REJECTED,Approved after verification,36
641,248,8,TALATHI,2,APPROVED,Need re-survey,56
642,248,80,DISTRICT_AUTHORITY,3,REJECTED,Geo-fence passed,47
643,248,47,TALATHI,4,UNDER_REVIEW,NDVI mismatch,82
644,249,30,TALUKA_AUTHORITY,1,REJECTED,Geo-fence passed,68
645,249,76,TALATHI,2,UNDER_REVIEW,Approved after verification,57
646,249,46,TALATHI,3,UNDER_REVIEW,Geo-fence passed,60
647,249,70,TALATHI,4,APPROVED,NDVI mismatch,57
648,250,29,TALUKA_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,40
649,250,81,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Need re-survey,81
650,250,39,TALUKA_AUTHORITY,3,UNDER_REVIEW,Need re-survey,39
651,250,5,TALUKA_AUTHORITY,4,APPROVED,Geo-fence passed,52
652,251,66,TALUKA_AUTHORITY,1,REJECTED,Need re-survey,57
653,251,12,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Geo-fence passed,64
654,251,43,TALATHI,3,APPROVED,NDVI mismatch,63
655,251,11,TALATHI,4,REJECTED,Approved after verification,42
656,252,37,TALATHI,1,REJECTED,Geo-fence passed,45
657,253,15,DISTRICT_AUTHORITY,1,REJECTED,Approved after verification,25
658,253,5,DISTRICT_AUTHORITY,2,REJECTED,NDVI mismatch,55
659,253,16,DISTRICT_AUTHORITY,3,REJECTED,Need re-survey,56
660,253,55,TALATHI,4,UNDER_REVIEW,NDVI mismatch,47
661,254,64,TALATHI,1,APPROVED,Approved after verification,77
662,254,30,TALATHI,2,REJECTED,Approved after verification,8
663,254,6,DISTRICT_AUTHORITY,3,UNDER_REVIEW,NDVI mismatch,90
664,254,28,TALUKA_AUTHORITY,4,REJECTED,Need re-survey,30
665,255,47,DISTRICT_AUTHORITY,1,APPROVED,Need re-survey,27
666,255,39,TALATHI,2,UNDER_REVIEW,Geo-fence passed,26
667,256,20,TALATHI,1,APPROVED,NDVI mismatch,46
668,257,20,DISTRICT_AUTHORITY,1,APPROVED,Approved after verification,49
669,257,43,DISTRICT_AUTHORITY,2,REJECTED,Geo-fence passed,49
670,258,29,TALUKA_AUTHORITY,1,UNDER_REVIEW,Need re-survey,81
671,258,57,DISTRICT_AUTHORITY,2,APPROVED,NDVI mismatch,20
672,258,65,TALUKA_AUTHORITY,3,UNDER_REVIEW,NDVI mismatch,30
673,259,24,TALUKA_AUTHORITY,1,REJECTED,Approved after verification,66
674,259,44,TALUKA_AUTHORITY,2,REJECTED,Approved after verification,14
675,259,45,TALUKA_AUTHORITY,3,REJECTED,Geo-fence passed,8
676,260,86,TALATHI,1,APPROVED,NDVI mismatch,51
677,260,59,TALUKA_AUTHORITY,2,UNDER_REVIEW,Geo-fence passed,91
678,260,4,TALATHI,3,REJECTED,Need re-survey,7
679,261,59,TALATHI,1,REJECTED,Geo-fence passed,71
680,262,9,TALUKA_AUTHORITY,1,UNDER_REVIEW,Need re-survey,57
681,262,6,TALATHI,2,REJECTED,NDVI mismatch,72
682,262,9,TALUKA_AUTHORITY,3,APPROVED,Need re-survey,58
683,262,67,TALATHI,4,UNDER_REVIEW,Geo-fence passed,90
684,263,87,DISTRICT_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,20
685,263,43,TALUKA_AUTHORITY,2,REJECTED,NDVI mismatch,88
686,263,66,TALATHI,3,UNDER_REVIEW,Need re-survey,10
687,264,37,TALUKA_AUTHORITY,1,APPROVED,Geo-fence passed,53
688,265,22,DISTRICT_AUTHORITY,1,APPROVED,Approved after verification,88
689,265,86,TALUKA_AUTHORITY,2,UNDER_REVIEW,Approved after verification,63
690,265,55,TALATHI,3,UNDER_REVIEW,Geo-fence passed,65
691,266,74,DISTRICT_AUTHORITY,1,REJECTED,Need re-survey,14
692,266,24,TALATHI,2,REJECTED,NDVI mismatch,44
693,266,80,TALUKA_AUTHORITY,3,REJECTED,NDVI mismatch,46
694,267,64,TALUKA_AUTHORITY,1,REJECTED,Approved after verification,84
695,268,30,DISTRICT_AUTHORITY,1,APPROVED,NDVI mismatch,61
696,268,86,TALUKA_AUTHORITY,2,UNDER_REVIEW,NDVI mismatch,41
697,269,40,TALATHI,1,APPROVED,Need re-survey,51
698,269,12,DISTRICT_AUTHORITY,2,REJECTED,Geo-fence passed,38
699,269,15,TALATHI,3,APPROVED,Geo-fence passed,46
700,269,86,TALATHI,4,UNDER_REVIEW,Need re-survey,8
701,270,6,TALATHI,1,UNDER_REVIEW,Approved after verification,81
702,270,82,TALUKA_AUTHORITY,2,UNDER_REVIEW,NDVI mismatch,36
703,270,6,DISTRICT_AUTHORITY,3,UNDER_REVIEW,Need re-survey,24
704,271,12,TALATHI,1,UNDER_REVIEW,NDVI mismatch,44
705,271,14,TALATHI,2,UNDER_REVIEW,Approved after verification,9
706,272,8,TALUKA_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,93
707,272,50,DISTRICT_AUTHORITY,2,APPROVED,NDVI mismatch,10
708,272,53,TALUKA_AUTHORITY,3,APPROVED,Approved after verification,29
709,273,2,DISTRICT_AUTHORITY,1,REJECTED,Approved after verification,33
710,273,5,TALATHI,2,APPROVED,NDVI mismatch,88
711,273,43,DISTRICT_AUTHORITY,3,UNDER_REVIEW,Geo-fence passed,48
712,273,67,TALATHI,4,REJECTED,Approved after verification,39
713,274,25,TALATHI,1,APPROVED,Approved after verification,93
714,274,32,TALUKA_AUTHORITY,2,REJECTED,Geo-fence passed,20
715,274,10,TALATHI,3,APPROVED,Need re-survey,42
716,275,80,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Need re-survey,58
717,275,75,TALATHI,2,APPROVED,NDVI mismatch,73
718,275,56,TALUKA_AUTHORITY,3,APPROVED,Geo-fence passed,59
719,276,68,TALATHI,1,REJECTED,Approved after verification,87
720,276,72,TALUKA_AUTHORITY,2,APPROVED,NDVI mismatch,27
721,276,13,TALATHI,3,REJECTED,NDVI mismatch,82
722,277,18,TALUKA_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,17
723,278,10,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Need re-survey,42
724,278,42,TALUKA_AUTHORITY,2,REJECTED,Geo-fence passed,22
725,278,90,TALATHI,3,APPROVED,Approved after verification,89
726,279,48,TALATHI,1,UNDER_REVIEW,Need re-survey,49
727,279,10,TALUKA_AUTHORITY,2,REJECTED,Geo-fence passed,82
728,279,10,DISTRICT_AUTHORITY,3,APPROVED,NDVI mismatch,93
729,279,64,DISTRICT_AUTHORITY,4,UNDER_REVIEW,Approved after verification,42
730,280,9,TALATHI,1,REJECTED,Approved after verification,50
731,280,44,TALATHI,2,APPROVED,Geo-fence passed,72
732,280,18,DISTRICT_AUTHORITY,3,APPROVED,Need re-survey,91
733,281,15,TALATHI,1,REJECTED,Need re-survey,48
734,281,22,DISTRICT_AUTHORITY,2,UNDER_REVIEW,NDVI mismatch,87
735,282,32,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Need re-survey,72
736,283,42,DISTRICT_AUTHORITY,1,REJECTED,Geo-fence passed,26
737,283,76,TALATHI,2,UNDER_REVIEW,Approved after verification,33
738,283,16,TALUKA_AUTHORITY,3,APPROVED,Geo-fence passed,40
739,283,54,TALUKA_AUTHORITY,4,APPROVED,Approved after verification,12
740,284,28,TALATHI,1,UNDER_REVIEW,Need re-survey,54
741,284,39,TALATHI,2,APPROVED,Geo-fence passed,18
