satellite_id,survey_id,ndvi_before,ndvi_after,vegetation_loss,satellite_source,imagery_urls
290,290,0.68,0.14,65.2,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
291,291,0.73,0.28,24.1,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
292,292,0.74,0.14,29.04,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
293,293,0.82,0.45,21.97,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
294,294,0.7,0.27,25.27,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
295,295,0.82,0.48,64.31,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
296,296,0.92,0.25,45.82,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
297,297,0.85,0.18,86.43,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
298,298,0.51,0.31,75.95,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
299,299,0.72,0.36,64.63,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
300,300,0.86,0.2,24.59,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
301,301,0.65,0.49,12.76,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
302,302,0.93,0.11,92.53,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
303,303,0.64,0.24,67.7,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
304,304,0.64,0.38,29.32,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
305,305,0.59,0.31,54.33,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
306,306,0.64,0.27,32.86,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
307,307,0.63,0.49,30.69,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
308,308,0.63,0.11,70.52,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
309,309,0.79,0.18,81.5,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
310,310,0.88,0.15,93.29,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
311,311,0.56,0.27,28.82,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
312,312,0.81,0.4,67.3,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
313,313,0.68,0.2,80.98,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
314,314,0.65,0.24,15.97,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
315,315,0.67,0.34,29.03,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
316,316,0.75,0.42,71.69,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
317,317,0.52,0.49,34.72,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
318,318,0.71,0.26,68.87,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
319,319,0.7,0.42,55.82,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
320,320,0.51,0.27,89.43,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
321,321,0.82,0.23,19.1,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
322,322,0.95,0.1,74.39,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
323,323,0.58,0.22,57.15,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
324,324,0.61,0.27,39.17,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
325,325,0.87,0.29,53.86,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
326,326,0.69,0.49,37.17,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
327,327,0.59,0.14,88.91,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
328,328,0.62,0.36,24.8,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
329,329,0.76,0.35,94.8,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
330,330,0.66,0.23,61.36,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
331,331,0.77,0.47,37.71,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
332,332,0.73,0.29,54.75,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
333,333,0.6,0.19,44.74,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
334,334,0.57,0.4,43.51,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
335,335,0.6,0.17,21.62,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
336,336,0.92,0.47,34.22,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
337,337,0.56,0.11,92.23,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
338,338,0.73,0.46,32.03,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
339,339,0.55,0.19,34.72,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
340,340,0.53,0.29,94.73,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
341,341,0.66,0.48,59.17,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
342,342,0.78,0.2,86.39,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
343,343,0.62,0.46,48.65,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
344,344,0.92,0.37,60.46,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
345,345,0.58,0.27,69.46,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
346,346,0.69,0.5,78.7,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
347,347,0.63,0.43,81.39,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
348,348,0.73,0.23,92.91,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
349,349,0.76,0.38,66.6,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
350,350,0.86,0.41,32.61,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
351,351,0.86,0.2,34.14,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
352,352,0.8,0.32,46.73,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
353,353,0.85,0.45,68.4,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
354,354,0.66,0.16,18.14,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
355,355,0.57,0.19,43.96,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
356,356,0.79,0.37,78.08,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
357,357,0.82,0.22,39.09,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
358,358,0.75,0.13,58.54,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
359,359,0.54,0.15,73.57,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
360,360,0.71,0.28,29.75,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
361,361,0.64,0.5,45.1,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
362,362,0.62,0.33,11.15,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
363,363,0.58,0.21,12.19,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
364,364,0.79,0.44,45.58,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
365,365,0.6,0.3,78.3,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
366,366,0.82,0.14,80.61,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
367,367,0.57,0.41,32.75,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
368,368,0.62,0.12,56.65,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
369,369,0.63,0.39,78.04,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
370,370,0.88,0.33,40.85,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
371,371,0.91,0.28,88.36,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
372,372,0.83,0.46,74.63,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
373,373,0.53,0.4,69.05,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
374,374,0.89,0.49,42.12,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
375,375,0.8,0.11,17.46,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
376,376,0.86,0.36,30.8,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
377,377,0.55,0.16,91.34,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
378,378,0.7,0.3,51.07,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
379,379,0.66,0.27,91.72,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
380,380,0.68,0.36,92.95,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
381,381,0.72,0.36,70.71,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
382,382,0.73,0.4,45.31,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
383,383,0.59,0.41,33.88,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
384,384,0.71,0.29,66.78,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
385,385,0.94,0.48,68.57,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
386,386,0.79,0.47,44.29,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
387,387,0.89,0.27,12.12,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
388,388,0.68,0.18,82.76,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
389,389,0.71,0.41,35.22,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
390,390,0.66,0.29,24.46,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
391,391,0.82,0.32,19.37,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
392,392,0.8,0.39,16.35,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
393,393,0.77,0.22,70.91,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
394,394,0.74,0.22,59.28,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
395,395,0.51,0.1,63.75,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
396,396,0.7,0.3,55.69,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
397,397,0.75,0.29,55.33,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
398,398,0.62,0.47,73.55,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
399,399,0.52,0.26,24.6,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
400,400,0.89,0.33,87.75,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
401,401,0.71,0.47,81.61,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
402,402,0.94,0.23,52.58,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
403,403,0.71,0.43,39.11,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
404,404,0.88,0.26,20.06,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
405,405,0.87,0.38,58.1,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
406,406,0.92,0.45,13.3,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
407,407,0.55,0.19,18.82,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
408,408,0.87,0.3,17.92,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
409,409,0.88,0.32,20.37,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
410,410,0.64,0.43,34.59,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
411,411,0.82,0.42,52.42,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
412,412,0.61,0.37,66.47,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
413,413,0.53,0.13,53.17,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
414,414,0.75,0.31,44.53,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
415,415,0.72,0.37,45.38,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
416,416,0.88,0.41,92.61,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
417,417,0.89,0.14,47.34,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
418,418,0.62,0.34,16.69,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
419,419,0.83,0.23,90.87,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
420,420,0.52,0.11,66.93,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
421,421,0.91,0.41,72.52,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
422,422,0.64,0.21,41.06,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
423,423,0.9,0.22,56.66,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
424,424,0.91,0.18,93.61,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
425,425,0.9,0.43,20.55,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
426,426,0.94,0.36,58.83,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
427,427,0.85,0.27,61.25,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
428,428,0.76,0.41,60.53,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
429,429,0.8,0.18,64.23,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
430,430,0.93,0.11,64.55,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
431,431,0.89,0.11,92.28,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
432,432,0.67,0.4,24.82,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
433,433,0.86,0.45,81.53,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
434,434,0.9,0.38,23.82,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
435,435,0.53,0.26,48.3,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
436,436,0.71,0.31,56.13,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
437,437,0.68,0.2,75.42,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
438,438,0.56,0.37,82.76,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
439,439,0.66,0.48,66.98,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
440,440,0.54,0.38,56.04,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
441,441,0.7,0.24,50.84,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
442,442,0.63,0.36,75.2,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
443,443,0.8,0.2,49.19,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
444,444,0.63,0.49,82.28,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
445,445,0.94,0.43,83.64,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
446,446,0.77,0.3,92.48,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
447,447,0.64,0.11,84.66,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
448,448,0.87,0.2,77.22,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
449,449,0.82,0.12,93.46,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
450,450,0.74,0.42,81.41,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
451,451,0.52,0.27,63.07,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
452,452,0.92,0.26,55.54,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
453,453,0.54,0.5,36.12,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
454,454,0.54,0.18,82.59,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
455,455,0.65,0.36,64.66,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
456,456,0.92,0.19,24.93,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
457,457,0.53,0.41,80.74,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
458,458,0.64,0.4,27.54,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
459,459,0.81,0.43,77.86,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
460,460,0.84,0.44,75.43,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
461,461,0.88,0.5,17.0,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
462,462,0.78,0.34,47.43,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
463,463,0.67,0.39,75.16,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
464,464,0.8,0.2,22.37,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
465,465,0.82,0.27,57.71,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
466,466,0.6,0.39,61.9,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
467,467,0.61,0.29,39.26,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
468,468,0.54,0.36,47.57,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
469,469,0.71,0.17,70.57,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
470,470,0.78,0.41,81.31,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
471,471,0.74,0.46,78.79,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
472,472,0.53,0.27,24.52,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
473,473,0.83,0.17,53.92,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
474,474,0.63,0.33,26.06,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
475,475,0.82,0.43,60.78,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
476,476,0.55,0.21,39.06,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
477,477,0.91,0.25,52.68,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
478,478,0.76,0.27,20.62,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
479,479,0.9,0.25,65.58,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
480,480,0.84,0.41,82.66,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
481,481,0.73,0.19,62.0,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
482,482,0.92,0.4,43.77,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
483,483,0.51,0.35,79.35,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
484,484,0.73,0.27,39.34,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
485,485,0.77,0.16,41.13,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
486,486,0.73,0.25,94.12,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
487,487,0.72,0.37,69.7,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
488,488,0.56,0.5,27.84,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
489,489,0.56,0.26,32.62,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
490,490,0.85,0.32,63.64,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
491,491,0.6,0.19,84.44,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
492,492,0.56,0.32,65.87,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
493,493,0.88,0.26,68.47,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
494,494,0.8,0.3,83.98,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
495,495,0.63,0.11,58.17,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
496,496,0.72,0.44,93.56,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
497,497,0.58,0.23,80.85,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
498,498,0.57,0.21,70.21,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
499,499,0.84,0.34,63.7,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
500,500,0.79,0.18,45.23,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
501,501,0.84,0.24,41.89,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
502,502,0.51,0.41,52.26,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
503,503,0.59,0.48,61.85,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
504,504,0.61,0.46,93.87,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
505,505,0.53,0.17,80.64,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
506,506,0.85,0.33,73.98,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
507,507,0.95,0.47,30.35,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
508,508,0.86,0.16,15.67,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
509,509,0.6,0.45,74.47,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
510,510,0.53,0.49,54.11,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
