farm_id,farmer_id,survey_number,gat_number,farm_area_hectare,village_id,geojson,soil_type,irrigation_type
316,166,787/2,GAT-316,6.37,414,"{""type"":""Polygon""}",Black Soil,Rainfed
317,166,916/1,GAT-317,7.2,414,"{""type"":""Polygon""}",Red Soil,Rainfed
318,167,970/1,GAT-318,7.59,125,"{""type"":""Polygon""}",Clay,Drip
319,167,41/1,GAT-319,1.36,125,"{""type"":""Polygon""}",Clay,Canal
320,167,43/2,GAT-320,9.64,125,"{""type"":""Polygon""}",Black Soil,Canal
321,168,134/1,GAT-321,2.42,286,"{""type"":""Polygon""}",Black Soil,Canal
322,168,764/4,GAT-322,2.88,286,"{""type"":""Polygon""}",Black Soil,Canal
323,169,198/5,GAT-323,4.45,304,"{""type"":""Polygon""}",Black Soil,Canal
324,169,901/5,GAT-324,0.72,304,"{""type"":""Polygon""}",Red Soil,Drip
325,170,462/1,GAT-325,8.97,441,"{""type"":""Polygon""}",Clay,Rainfed
326,170,880/3,GAT-326,4.5,441,"{""type"":""Polygon""}",Black Soil,Rainfed
327,171,156/5,GAT-327,7.58,211,"{""type"":""Polygon""}",Clay,Drip
328,171,616/5,GAT-328,2.21,211,"{""type"":""Polygon""}",Black Soil,Canal
329,171,199/3,GAT-329,5.09,211,"{""type"":""Polygon""}",Clay,Rainfed
330,172,994/2,GAT-330,2.03,359,"{""type"":""Polygon""}",Red Soil,Rainfed
331,172,559/2,GAT-331,3.35,359,"{""type"":""Polygon""}",Clay,Rainfed
332,173,906/1,GAT-332,7.13,350,"{""type"":""Polygon""}",Clay,Rainfed
333,173,809/2,GAT-333,7.74,350,"{""type"":""Polygon""}",Red Soil,Canal
334,174,44/3,GAT-334,3.38,410,"{""type"":""Polygon""}",Black Soil,Rainfed
335,174,863/2,GAT-335,5.05,410,"{""type"":""Polygon""}",Red Soil,Drip
336,175,349/3,GAT-336,1.69,175,"{""type"":""Polygon""}",Clay,Canal
337,175,240/4,GAT-337,1.14,175,"{""type"":""Polygon""}",Clay,Canal
338,175,959/3,GAT-338,5.74,175,"{""type"":""Polygon""}",Black Soil,Drip
339,176,649/3,GAT-339,9.19,167,"{""type"":""Polygon""}",Clay,Rainfed
340,176,62/5,GAT-340,7.56,167,"{""type"":""Polygon""}",Red Soil,Rainfed
341,176,206/1,GAT-341,8.96,167,"{""type"":""Polygon""}",Clay,Drip
342,177,190/1,GAT-342,8.98,107,"{""type"":""Polygon""}",Red Soil,Drip
343,177,885/2,GAT-343,3.19,107,"{""type"":""Polygon""}",Black Soil,Drip
344,178,573/3,GAT-344,2.06,69,"{""type"":""Polygon""}",Red Soil,Canal
345,178,361/2,GAT-345,6.61,69,"{""type"":""Polygon""}",Clay,Canal
346,178,144/5,GAT-346,9.26,69,"{""type"":""Polygon""}",Clay,Rainfed
347,179,260/1,GAT-347,2.67,377,"{""type"":""Polygon""}",Clay,Drip
348,180,574/3,GAT-348,9.2,340,"{""type"":""Polygon""}",Black Soil,Rainfed
349,180,809/3,GAT-349,3.42,340,"{""type"":""Polygon""}",Black Soil,Canal
350,181,830/4,GAT-350,2.5,114,"{""type"":""Polygon""}",Black Soil,Rainfed
351,181,903/1,GAT-351,0.97,114,"{""type"":""Polygon""}",Clay,Rainfed
352,182,341/5,GAT-352,9.15,58,"{""type"":""Polygon""}",Black Soil,Drip
353,183,219/4,GAT-353,8.03,316,"{""type"":""Polygon""}",Black Soil,Drip
354,183,671/1,GAT-354,1.73,316,"{""type"":""Polygon""}",Black Soil,Rainfed
355,183,804/4,GAT-355,1.04,316,"{""type"":""Polygon""}",Clay,Drip
356,184,374/4,GAT-356,8.04,299,"{""type"":""Polygon""}",Red Soil,Drip
357,185,768/2,GAT-357,2.93,278,"{""type"":""Polygon""}",Clay,Drip
358,185,291/4,GAT-358,6.25,278,"{""type"":""Polygon""}",Black Soil,Drip
359,186,178/2,GAT-359,5.97,162,"{""type"":""Polygon""}",Clay,Rainfed
360,186,598/1,GAT-360,2.72,162,"{""type"":""Polygon""}",Red Soil,Rainfed
361,186,6/3,GAT-361,5.88,162,"{""type"":""Polygon""}",Red Soil,Rainfed
362,187,218/4,GAT-362,4.7,347,"{""type"":""Polygon""}",Clay,Drip
363,187,228/5,GAT-363,6.8,347,"{""type"":""Polygon""}",Red Soil,Drip
364,188,145/1,GAT-364,8.31,190,"{""type"":""Polygon""}",Clay,Drip
365,189,798/3,GAT-365,8.46,329,"{""type"":""Polygon""}",Clay,Rainfed
366,189,964/2,GAT-366,3.58,329,"{""type"":""Polygon""}",Clay,Drip
367,189,572/1,GAT-367,5.83,329,"{""type"":""Polygon""}",Clay,Canal
368,190,442/3,GAT-368,3.05,394,"{""type"":""Polygon""}",Clay,Canal
369,190,197/5,GAT-369,0.59,394,"{""type"":""Polygon""}",Red Soil,Drip
370,190,283/2,GAT-370,8.23,394,"{""type"":""Polygon""}",Clay,Drip
371,191,27/5,GAT-371,8.17,333,"{""type"":""Polygon""}",Clay,Drip
372,191,63/1,GAT-372,0.86,333,"{""type"":""Polygon""}",Black Soil,Canal
373,192,81/2,GAT-373,5.54,308,"{""type"":""Polygon""}",Red Soil,Drip
374,192,154/3,GAT-374,1.59,308,"{""type"":""Polygon""}",Clay,Drip
375,193,183/2,GAT-375,6.36,460,"{""type"":""Polygon""}",Red Soil,Canal
376,194,501/3,GAT-376,5.27,140,"{""type"":""Polygon""}",Red Soil,Rainfed
377,195,712/4,GAT-377,2.22,429,"{""type"":""Polygon""}",Black Soil,Rainfed
378,196,547/5,GAT-378,7.45,3,"{""type"":""Polygon""}",Black Soil,Canal
379,196,801/5,GAT-379,9.97,3,"{""type"":""Polygon""}",Red Soil,Canal
380,196,528/4,GAT-380,5.53,3,"{""type"":""Polygon""}",Red Soil,Rainfed
381,197,564/5,GAT-381,2.63,136,"{""type"":""Polygon""}",Clay,Canal
382,197,469/2,GAT-382,4.69,136,"{""type"":""Polygon""}",Black Soil,Rainfed
383,197,99/4,GAT-383,5.77,136,"{""type"":""Polygon""}",Red Soil,Canal
384,198,178/2,GAT-384,6.81,13,"{""type"":""Polygon""}",Black Soil,Canal
385,198,535/4,GAT-385,1.91,13,"{""type"":""Polygon""}",Black Soil,Canal
386,198,843/4,GAT-386,5.97,13,"{""type"":""Polygon""}",Clay,Canal
387,199,309/4,GAT-387,1.08,102,"{""type"":""Polygon""}",Red Soil,Drip
388,200,358/2,GAT-388,6.44,38,"{""type"":""Polygon""}",Red Soil,Drip
389,200,117/2,GAT-389,7.86,38,"{""type"":""Polygon""}",Clay,Drip
390,200,625/2,GAT-390,2.81,38,"{""type"":""Polygon""}",Black Soil,Canal
391,201,727/2,GAT-391,4.78,150,"{""type"":""Polygon""}",Black Soil,Drip
392,201,270/3,GAT-392,2.05,150,"{""type"":""Polygon""}",Clay,Rainfed
393,201,714/3,GAT-393,8.73,150,"{""type"":""Polygon""}",Black Soil,Canal
394,202,255/5,GAT-394,1.66,171,"{""type"":""Polygon""}",Red Soil,Drip
395,202,106/1,GAT-395,9.63,171,"{""type"":""Polygon""}",Clay,Drip
396,203,187/1,GAT-396,3.95,84,"{""type"":""Polygon""}",Red Soil,Drip
397,203,213/2,GAT-397,7.31,84,"{""type"":""Polygon""}",Red Soil,Drip
398,204,548/3,GAT-398,3.2,320,"{""type"":""Polygon""}",Clay,Canal
399,204,733/2,GAT-399,4.95,320,"{""type"":""Polygon""}",Black Soil,Rainfed
400,205,948/4,GAT-400,9.21,406,"{""type"":""Polygon""}",Black Soil,Rainfed
401,205,126/1,GAT-401,6.53,406,"{""type"":""Polygon""}",Clay,Rainfed
402,206,576/5,GAT-402,1.54,257,"{""type"":""Polygon""}",Black Soil,Rainfed
403,206,940/4,GAT-403,4.6,257,"{""type"":""Polygon""}",Black Soil,Canal
404,206,918/5,GAT-404,4.36,257,"{""type"":""Polygon""}",Black Soil,Drip
405,207,614/1,GAT-405,3.08,310,"{""type"":""Polygon""}",Black Soil,Canal
406,207,311/1,GAT-406,4.27,310,"{""type"":""Polygon""}",Clay,Canal
407,207,418/1,GAT-407,8.68,310,"{""type"":""Polygon""}",Black Soil,Drip
408,208,448/5,GAT-408,4.25,430,"{""type"":""Polygon""}",Red Soil,Drip
409,208,916/5,GAT-409,7.36,430,"{""type"":""Polygon""}",Clay,Drip
410,208,728/4,GAT-410,9.59,430,"{""type"":""Polygon""}",Clay,Rainfed
411,209,358/3,GAT-411,5.0,152,"{""type"":""Polygon""}",Red Soil,Drip
412,210,254/4,GAT-412,7.73,160,"{""type"":""Polygon""}",Black Soil,Drip
413,210,171/2,GAT-413,2.13,160,"{""type"":""Polygon""}",Red Soil,Canal
414,211,565/4,GAT-414,8.22,34,"{""type"":""Polygon""}",Black Soil,Canal
415,211,326/5,GAT-415,1.63,34,"{""type"":""Polygon""}",Red Soil,Canal
416,212,927/4,GAT-416,6.71,407,"{""type"":""Polygon""}",Red Soil,Canal
417,212,613/1,GAT-417,9.91,407,"{""type"":""Polygon""}",Clay,Rainfed
418,212,373/3,GAT-418,3.18,407,"{""type"":""Polygon""}",Red Soil,Rainfed
419,213,258/4,GAT-419,7.94,406,"{""type"":""Polygon""}",Clay,Rainfed
420,213,167/5,GAT-420,6.69,406,"{""type"":""Polygon""}",Black Soil,Rainfed
421,213,78/4,GAT-421,8.39,406,"{""type"":""Polygon""}",Red Soil,Canal
422,214,909/3,GAT-422,4.69,290,"{""type"":""Polygon""}",Black Soil,Canal
423,214,89/2,GAT-423,1.84,290,"{""type"":""Polygon""}",Clay,Drip
424,215,390/1,GAT-424,4.78,99,"{""type"":""Polygon""}",Black Soil,Drip
425,215,949/5,GAT-425,3.55,99,"{""type"":""Polygon""}",Clay,Rainfed
426,215,28/3,GAT-426,7.07,99,"{""type"":""Polygon""}",Red Soil,Drip
427,216,152/5,GAT-427,6.79,431,"{""type"":""Polygon""}",Red Soil,Drip
428,217,405/3,GAT-428,9.33,385,"{""type"":""Polygon""}",Black Soil,Drip
429,218,217/2,GAT-429,9.66,273,"{""type"":""Polygon""}",Clay,Rainfed
430,218,544/2,GAT-430,9.6,273,"{""type"":""Polygon""}",Clay,Drip
431,218,650/2,GAT-431,2.78,273,"{""type"":""Polygon""}",Red Soil,Drip
432,219,453/2,GAT-432,2.78,118,"{""type"":""Polygon""}",Red Soil,Canal
433,220,224/2,GAT-433,3.81,263,"{""type"":""Polygon""}",Red Soil,Drip
434,220,487/1,GAT-434,2.52,263,"{""type"":""Polygon""}",Red Soil,Drip
435,221,492/2,GAT-435,8.95,315,"{""type"":""Polygon""}",Clay,Rainfed
436,221,314/4,GAT-436,5.66,315,"{""type"":""Polygon""}",Clay,Canal
437,222,56/3,GAT-437,1.99,160,"{""type"":""Polygon""}",Black Soil,Rainfed
438,222,213/4,GAT-438,3.64,160,"{""type"":""Polygon""}",Black Soil,Rainfed
439,222,170/2,GAT-439,1.37,160,"{""type"":""Polygon""}",Red Soil,Rainfed
440,223,695/5,GAT-440,7.91,81,"{""type"":""Polygon""}",Red Soil,Canal
441,223,218/3,GAT-441,0.9,81,"{""type"":""Polygon""}",Clay,Canal
442,224,727/3,GAT-442,2.97,395,"{""type"":""Polygon""}",Black Soil,Drip
443,224,613/3,GAT-443,4.98,395,"{""type"":""Polygon""}",Black Soil,Canal
444,225,182/2,GAT-444,2.12,162,"{""type"":""Polygon""}",Black Soil,Drip
445,226,815/4,GAT-445,3.09,397,"{""type"":""Polygon""}",Black Soil,Canal
446,226,884/3,GAT-446,2.63,397,"{""type"":""Polygon""}",Black Soil,Canal
447,226,23/2,GAT-447,9.27,397,"{""type"":""Polygon""}",Clay,Rainfed
448,227,981/2,GAT-448,6.9,151,"{""type"":""Polygon""}",Red Soil,Canal
449,228,614/3,GAT-449,2.83,122,"{""type"":""Polygon""}",Clay,Canal
450,229,451/2,GAT-450,8.14,237,"{""type"":""Polygon""}",Clay,Canal
451,229,774/2,GAT-451,7.56,237,"{""type"":""Polygon""}",Clay,Drip
452,230,471/2,GAT-452,7.4,62,"{""type"":""Polygon""}",Black Soil,Drip
453,230,585/3,GAT-453,8.04,62,"{""type"":""Polygon""}",Red Soil,Canal
454,230,736/4,GAT-454,7.07,62,"{""type"":""Polygon""}",Red Soil,Rainfed
455,231,638/4,GAT-455,9.87,271,"{""type"":""Polygon""}",Red Soil,Rainfed
456,231,693/5,GAT-456,9.09,271,"{""type"":""Polygon""}",Clay,Drip
457,231,398/4,GAT-457,4.08,271,"{""type"":""Polygon""}",Black Soil,Canal
458,232,556/1,GAT-458,2.97,338,"{""type"":""Polygon""}",Black Soil,Rainfed
459,232,266/3,GAT-459,2.58,338,"{""type"":""Polygon""}",Red Soil,Rainfed
460,232,413/5,GAT-460,1.19,338,"{""type"":""Polygon""}",Red Soil,Canal
461,233,311/2,GAT-461,7.43,248,"{""type"":""Polygon""}",Clay,Canal
462,233,410/5,GAT-462,5.72,248,"{""type"":""Polygon""}",Black Soil,Canal
463,234,687/1,GAT-463,8.7,114,"{""type"":""Polygon""}",Clay,Drip
464,234,776/3,GAT-464,3.28,114,"{""type"":""Polygon""}",Black Soil,Drip
465,235,396/4,GAT-465,6.11,365,"{""type"":""Polygon""}",Black Soil,Canal
466,236,961/3,GAT-466,0.85,229,"{""type"":""Polygon""}",Clay,Drip
467,237,283/5,GAT-467,4.1,27,"{""type"":""Polygon""}",Red Soil,Drip
468,237,780/3,GAT-468,0.64,27,"{""type"":""Polygon""}",Clay,Canal
469,237,980/2,GAT-469,0.96,27,"{""type"":""Polygon""}",Black Soil,Rainfed
470,238,190/4,GAT-470,6.11,327,"{""type"":""Polygon""}",Clay,Canal
471,239,919/4,GAT-471,9.18,440,"{""type"":""Polygon""}",Red Soil,Rainfed
472,239,406/5,GAT-472,7.01,440,"{""type"":""Polygon""}",Clay,Rainfed
473,240,801/5,GAT-473,9.59,239,"{""type"":""Polygon""}",Red Soil,Drip
474,241,121/2,GAT-474,9.6,337,"{""type"":""Polygon""}",Clay,Canal
475,241,221/3,GAT-475,3.3,337,"{""type"":""Polygon""}",Red Soil,Rainfed
476,241,950/2,GAT-476,9.83,337,"{""type"":""Polygon""}",Clay,Canal
477,242,844/1,GAT-477,5.46,267,"{""type"":""Polygon""}",Red Soil,Drip
478,243,346/2,GAT-478,9.45,358,"{""type"":""Polygon""}",Red Soil,Rainfed
479,243,500/5,GAT-479,4.04,358,"{""type"":""Polygon""}",Red Soil,Canal
480,244,93/4,GAT-480,0.79,148,"{""type"":""Polygon""}",Clay,Rainfed
481,245,956/4,GAT-481,2.35,55,"{""type"":""Polygon""}",Black Soil,Drip
482,246,835/2,GAT-482,9.4,84,"{""type"":""Polygon""}",Clay,Rainfed
483,247,730/5,GAT-483,9.89,123,"{""type"":""Polygon""}",Black Soil,Canal
484,248,813/2,GAT-484,2.2,363,"{""type"":""Polygon""}",Black Soil,Drip
485,248,810/4,GAT-485,1.16,363,"{""type"":""Polygon""}",Black Soil,Rainfed
486,248,675/4,GAT-486,2.12,363,"{""type"":""Polygon""}",Red Soil,Rainfed
487,249,346/1,GAT-487,2.08,457,"{""type"":""Polygon""}",Red Soil,Rainfed
488,250,868/5,GAT-488,0.54,60,"{""type"":""Polygon""}",Red Soil,Drip
489,250,471/5,GAT-489,1.76,60,"{""type"":""Polygon""}",Clay,Canal
490,251,993/5,GAT-490,5.77,243,"{""type"":""Polygon""}",Clay,Canal
491,251,994/1,GAT-491,7.51,243,"{""type"":""Polygon""}",Black Soil,Canal
492,252,207/1,GAT-492,6.72,416,"{""type"":""Polygon""}",Clay,Drip
493,252,535/2,GAT-493,1.52,416,"{""type"":""Polygon""}",Black Soil,Canal
494,252,519/1,GAT-494,9.91,416,"{""type"":""Polygon""}",Black Soil,Rainfed
495,253,208/2,GAT-495,3.46,367,"{""type"":""Polygon""}",Black Soil,Rainfed
496,253,839/4,GAT-496,3.73,367,"{""type"":""Polygon""}",Black Soil,Rainfed
497,254,197/2,GAT-497,5.26,469,"{""type"":""Polygon""}",Clay,Rainfed
498,254,905/2,GAT-498,5.31,469,"{""type"":""Polygon""}",Black Soil,Drip
499,255,115/1,GAT-499,2.79,174,"{""type"":""Polygon""}",Red Soil,Canal
500,256,674/2,GAT-500,9.41,263,"{""type"":""Polygon""}",Red Soil,Drip
501,256,593/3,GAT-501,4.4,263,"{""type"":""Polygon""}",Red Soil,Canal
502,257,6/4,GAT-502,2.93,165,"{""type"":""Polygon""}",Clay,Canal
503,258,703/1,GAT-503,4.69,350,"{""type"":""Polygon""}",Red Soil,Rainfed
504,258,194/2,GAT-504,5.78,350,"{""type"":""Polygon""}",Clay,Rainfed
505,258,414/4,GAT-505,5.58,350,"{""type"":""Polygon""}",Red Soil,Canal
506,259,936/4,GAT-506,0.89,421,"{""type"":""Polygon""}",Clay,Canal
507,259,296/4,GAT-507,4.04,421,"{""type"":""Polygon""}",Clay,Drip
508,260,494/5,GAT-508,0.62,177,"{""type"":""Polygon""}",Red Soil,Rainfed
509,260,471/1,GAT-509,2.51,177,"{""type"":""Polygon""}",Black Soil,Canal
510,261,671/3,GAT-510,0.88,21,"{""type"":""Polygon""}",Red Soil,Drip
511,261,357/1,GAT-511,1.72,21,"{""type"":""Polygon""}",Black Soil,Drip
512,262,545/3,GAT-512,7.24,435,"{""type"":""Polygon""}",Black Soil,Canal
513,263,653/4,GAT-513,7.06,155,"{""type"":""Polygon""}",Black Soil,Rainfed
514,263,977/2,GAT-514,6.38,155,"{""type"":""Polygon""}",Red Soil,Canal
515,264,832/1,GAT-515,8.18,194,"{""type"":""Polygon""}",Black Soil,Canal
516,264,694/5,GAT-516,8.74,194,"{""type"":""Polygon""}",Clay,Drip
517,265,49/1,GAT-517,6.52,7,"{""type"":""Polygon""}",Black Soil,Rainfed
518,265,225/4,GAT-518,4.55,7,"{""type"":""Polygon""}",Black Soil,Rainfed
519,266,279/4,GAT-519,4.9,387,"{""type"":""Polygon""}",Black Soil,Rainfed
520,266,728/4,GAT-520,5.95,387,"{""type"":""Polygon""}",Clay,Rainfed
521,267,529/1,GAT-521,6.33,387,"{""type"":""Polygon""}",Black Soil,Rainfed
522,267,475/1,GAT-522,8.55,387,"{""type"":""Polygon""}",Black Soil,Canal
523,268,468/5,GAT-523,2.83,259,"{""type"":""Polygon""}",Red Soil,Rainfed
524,268,597/4,GAT-524,9.04,259,"{""type"":""Polygon""}",Red Soil,Canal
525,268,324/3,GAT-525,7.0,259,"{""type"":""Polygon""}",Black Soil,Rainfed
526,269,308/4,GAT-526,5.33,224,"{""type"":""Polygon""}",Clay,Drip
527,269,255/1,GAT-527,3.95,224,"{""type"":""Polygon""}",Red Soil,Drip
528,269,22/1,GAT-528,4.54,224,"{""type"":""Polygon""}",Black Soil,Rainfed
529,270,787/3,GAT-529,5.95,277,"{""type"":""Polygon""}",Clay,Drip
530,271,514/2,GAT-530,4.33,177,"{""type"":""Polygon""}",Red Soil,Drip
531,271,92/2,GAT-531,2.63,177,"{""type"":""Polygon""}",Clay,Canal
532,272,146/1,GAT-532,2.46,439,"{""type"":""Polygon""}",Clay,Rainfed
533,272,704/3,GAT-533,2.91,439,"{""type"":""Polygon""}",Red Soil,Drip
534,273,373/4,GAT-534,4.26,234,"{""type"":""Polygon""}",Red Soil,Drip
535,273,969/3,GAT-535,6.85,234,"{""type"":""Polygon""}",Red Soil,Drip
536,274,40/4,GAT-536,9.19,401,"{""type"":""Polygon""}",Red Soil,Canal
537,274,36/4,GAT-537,6.16,401,"{""type"":""Polygon""}",Clay,Canal
538,275,652/4,GAT-538,2.65,185,"{""type"":""Polygon""}",Black Soil,Drip
539,275,615/2,GAT-539,3.63,185,"{""type"":""Polygon""}",Clay,Canal
540,275,782/3,GAT-540,7.85,185,"{""type"":""Polygon""}",Red Soil,Rainfed
541,276,5/4,GAT-541,9.45,61,"{""type"":""Polygon""}",Black Soil,Rainfed
542,277,165/2,GAT-542,5.37,117,"{""type"":""Polygon""}",Red Soil,Rainfed
543,277,272/2,GAT-543,1.95,117,"{""type"":""Polygon""}",Black Soil,Canal
544,278,386/5,GAT-544,2.27,35,"{""type"":""Polygon""}",Red Soil,Drip
545,278,556/2,GAT-545,1.79,35,"{""type"":""Polygon""}",Clay,Rainfed
546,278,206/2,GAT-546,5.09,35,"{""type"":""Polygon""}",Red Soil,Drip
547,279,710/3,GAT-547,1.58,441,"{""type"":""Polygon""}",Black Soil,Canal
548,279,989/5,GAT-548,9.76,441,"{""type"":""Polygon""}",Clay,Rainfed
549,279,613/1,GAT-549,6.66,441,"{""type"":""Polygon""}",Clay,Canal
550,280,338/5,GAT-550,4.58,411,"{""type"":""Polygon""}",Clay,Canal
551,280,177/4,GAT-551,4.31,411,"{""type"":""Polygon""}",Red Soil,Drip
552,280,536/4,GAT-552,5.05,411,"{""type"":""Polygon""}",Black Soil,Drip
553,281,214/5,GAT-553,7.17,327,"{""type"":""Polygon""}",Red Soil,Rainfed
554,281,273/1,GAT-554,7.18,327,"{""type"":""Polygon""}",Red Soil,Canal
555,281,331/4,GAT-555,1.61,327,"{""type"":""Polygon""}",Clay,Drip
556,282,367/4,GAT-556,1.95,461,"{""type"":""Polygon""}",Black Soil,Rainfed
557,282,653/3,GAT-557,1.73,461,"{""type"":""Polygon""}",Red Soil,Drip
558,282,647/3,GAT-558,3.21,461,"{""type"":""Polygon""}",Red Soil,Drip
559,283,461/2,GAT-559,6.21,294,"{""type"":""Polygon""}",Clay,Rainfed
560,283,686/5,GAT-560,9.47,294,"{""type"":""Polygon""}",Black Soil,Rainfed
561,284,706/3,GAT-561,7.44,229,"{""type"":""Polygon""}",Clay,Canal
562,284,228/5,GAT-562,9.71,229,"{""type"":""Polygon""}",Black Soil,Canal
563,284,918/3,GAT-563,3.34,229,"{""type"":""Polygon""}",Clay,Rainfed
564,285,331/3,GAT-564,9.94,107,"{""type"":""Polygon""}",Clay,Drip
565,285,59/3,GAT-565,1.5,107,"{""type"":""Polygon""}",Clay,Canal
566,286,541/3,GAT-566,3.5,186,"{""type"":""Polygon""}",Clay,Canal
567,287,840/3,GAT-567,2.97,18,"{""type"":""Polygon""}",Black Soil,Rainfed
568,288,41/1,GAT-568,5.09,368,"{""type"":""Polygon""}",Black Soil,Rainfed
569,289,862/5,GAT-569,1.37,95,"{""type"":""Polygon""}",Red Soil,Drip
570,290,718/5,GAT-570,8.04,404,"{""type"":""Polygon""}",Red Soil,Canal
571,290,510/3,GAT-571,4.89,404,"{""type"":""Polygon""}",Clay,Drip
572,291,555/5,GAT-572,2.87,114,"{""type"":""Polygon""}",Red Soil,Rainfed
573,291,167/1,GAT-573,7.81,114,"{""type"":""Polygon""}",Red Soil,Rainfed
574,292,155/5,GAT-574,5.26,188,"{""type"":""Polygon""}",Black Soil,Drip
575,293,132/2,GAT-575,3.18,195,"{""type"":""Polygon""}",Clay,Canal
576,294,934/1,GAT-576,0.85,104,"{""type"":""Polygon""}",Black Soil,Canal
577,295,649/3,GAT-577,9.8,264,"{""type"":""Polygon""}",Red Soil,Canal
578,296,9/2,GAT-578,0.6,280,"{""type"":""Polygon""}",Clay,Canal
579,296,530/1,GAT-579,0.92,280,"{""type"":""Polygon""}",Clay,Rainfed
580,297,636/4,GAT-580,1.71,310,"{""type"":""Polygon""}",Red Soil,Rainfed
581,297,919/2,GAT-581,5.81,310,"{""type"":""Polygon""}",Clay,Rainfed
582,297,471/3,GAT-582,6.55,310,"{""type"":""Polygon""}",Clay,Drip
583,298,191/5,GAT-583,1.37,9,"{""type"":""Polygon""}",Black Soil,Drip
584,298,774/1,GAT-584,7.13,9,"{""type"":""Polygon""}",Clay,Drip
585,299,870/4,GAT-585,5.82,186,"{""type"":""Polygon""}",Clay,Drip
586,300,936/5,GAT-586,9.94,259,"{""type"":""Polygon""}",Clay,Canal
587,300,13/4,GAT-587,6.72,259,"{""type"":""Polygon""}",Red Soil,Drip
588,301,816/5,GAT-588,9.13,237,"{""type"":""Polygon""}",Red Soil,Rainfed
589,301,581/1,GAT-589,5.04,237,"{""type"":""Polygon""}",Red Soil,Drip
590,302,332/2,GAT-590,5.09,79,"{""type"":""Polygon""}",Black Soil,Rainfed
591,303,283/1,GAT-591,3.34,218,"{""type"":""Polygon""}",Clay,Canal
592,303,938/5,GAT-592,1.59,218,"{""type"":""Polygon""}",Clay,Canal
593,304,55/3,GAT-593,3.33,142,"{""type"":""Polygon""}",Clay,Drip
594,304,436/5,GAT-594,3.26,142,"{""type"":""Polygon""}",Clay,Canal
595,304,627/2,GAT-595,4.78,142,"{""type"":""Polygon""}",Red Soil,Drip
596,305,881/5,GAT-596,4.48,263,"{""type"":""Polygon""}",Red Soil,Drip
597,305,724/3,GAT-597,2.2,263,"{""type"":""Polygon""}",Clay,Rainfed
598,305,600/5,GAT-598,9.59,263,"{""type"":""Polygon""}",Red Soil,Drip
599,306,53/4,GAT-599,6.14,48,"{""type"":""Polygon""}",Red Soil,Canal
600,306,298/2,GAT-600,8.84,48,"{""type"":""Polygon""}",Black Soil,Drip
601,306,666/3,GAT-601,5.55,48,"{""type"":""Polygon""}",Clay,Rainfed
602,307,531/4,GAT-602,6.97,384,"{""type"":""Polygon""}",Clay,Canal
603,307,645/5,GAT-603,1.57,384,"{""type"":""Polygon""}",Black Soil,Rainfed
604,307,226/3,GAT-604,0.83,384,"{""type"":""Polygon""}",Clay,Drip
605,308,907/3,GAT-605,5.15,265,"{""type"":""Polygon""}",Red Soil,Canal
606,308,709/3,GAT-606,5.66,265,"{""type"":""Polygon""}",Black Soil,Drip
607,308,423/5,GAT-607,3.72,265,"{""type"":""Polygon""}",Black Soil,Drip
608,309,542/2,GAT-608,3.28,90,"{""type"":""Polygon""}",Red Soil,Drip
609,309,376/3,GAT-609,7.52,90,"{""type"":""Polygon""}",Red Soil,Drip
610,310,782/3,GAT-610,2.36,365,"{""type"":""Polygon""}",Clay,Drip
611,310,912/3,GAT-611,1.4,365,"{""type"":""Polygon""}",Clay,Rainfed
612,310,189/3,GAT-612,4.68,365,"{""type"":""Polygon""}",Red Soil,Canal
613,311,798/5,GAT-613,7.44,429,"{""type"":""Polygon""}",Clay,Drip
614,312,905/3,GAT-614,1.76,1,"{""type"":""Polygon""}",Clay,Rainfed
615,313,956/5,GAT-615,1.98,460,"{""type"":""Polygon""}",Red Soil,Canal
616,313,685/2,GAT-616,6.99,460,"{""type"":""Polygon""}",Black Soil,Canal
617,313,47/3,GAT-617,8.38,460,"{""type"":""Polygon""}",Clay,Drip
618,314,515/5,GAT-618,8.07,164,"{""type"":""Polygon""}",Red Soil,Rainfed
619,315,213/4,GAT-619,7.56,279,"{""type"":""Polygon""}",Black Soil,Drip
620,315,320/1,GAT-620,2.06,279,"{""type"":""Polygon""}",Black Soil,Rainfed
621,315,136/3,GAT-621,5.7,279,"{""type"":""Polygon""}",Red Soil,Rainfed
622,316,541/1,GAT-622,1.2,102,"{""type"":""Polygon""}",Black Soil,Drip
623,316,891/3,GAT-623,4.86,102,"{""type"":""Polygon""}",Clay,Drip
624,317,460/4,GAT-624,5.11,183,"{""type"":""Polygon""}",Red Soil,Canal
625,317,647/2,GAT-625,6.1,183,"{""type"":""Polygon""}",Red Soil,Canal
626,317,887/3,GAT-626,6.92,183,"{""type"":""Polygon""}",Black Soil,Drip
627,318,396/3,GAT-627,7.48,159,"{""type"":""Polygon""}",Black Soil,Rainfed
628,319,960/2,GAT-628,9.71,44,"{""type"":""Polygon""}",Red Soil,Drip
629,319,999/2,GAT-629,0.64,44,"{""type"":""Polygon""}",Black Soil,Drip
630,319,79/2,GAT-630,6.17,44,"{""type"":""Polygon""}",Black Soil,Drip
631,320,865/3,GAT-631,6.88,162,"{""type"":""Polygon""}",Red Soil,Rainfed
632,320,827/1,GAT-632,5.78,162,"{""type"":""Polygon""}",Red Soil,Drip
